smiles,qed,sas,gsk3b_score,jnk3_score,logP,weight
CCNc1nccc(O)n1,0.630011133,2.567561125,-4.8,-5.1,0.614,139.0745619
Nc1nnsc1NCC1CC1,0.708331583,3.124143264,-4.9,-5,0.9422,170.0626173
COc1c(CN)csc1N,0.668806909,2.961515521,-4.1,-4.5,0.7976,158.0513839
CNc1cc(C)ncc1I,0.768998007,2.721187315,-4.6,-4.9,2.03632,247.9810463
CCCNc1ncno1,0.654723159,3.107347534,-4.9,-4.4,0.8915,127.0745619
CC(=O)Nc1cscc1C#N,0.688153891,2.811580336,-5,-5,1.57818,166.0200838
NC(=O)CCc1ccncc1,0.681681276,1.788480733,-5.1,-5.4,0.4995,150.0793129
C=Cc1csc(SCC)n1,0.64851786,3.089724312,-4.3,-4.3,2.8981,171.0176413
CCC(=O)c1csc(O)n1,0.660690858,3.138161674,-4.7,-5.1,1.4414,157.0197495
Cc1csc(=O)n1CCO,0.669960203,2.476023213,-4.2,-4.8,0.21052,159.0353995
CCOc1ccoc1I,0.737183184,2.966196007,-3.9,-4.3,2.2829,237.9490775
OCCCNc1cscc1F,0.68229195,2.877168078,-4.4,-4.6,1.6815,175.0467132
CC(O)c1ccc(I)cc1,0.756076851,2.374444232,-5.1,-5.2,2.3445,247.9698129
CSCCNc1ncc(F)nn1,0.707689159,3.043414865,-4.9,-5.1,0.7856,188.0531955
N#Cc1ncccc1I,0.633783363,2.733558469,-4.8,-4.6,1.55788,229.9340961
O=C(O)c1cc(I)on1,0.741492573,3.099528007,-5.3,-5,0.9774,238.9079409
C=C(Nc1ncccn1)OC,0.65463894,2.719067334,-4.8,-5,1.0061,151.0745619
NCCCc1n[nH]c(=S)s1,0.676146338,3.112832553,-4.4,-4.5,1.09199,175.0237893
CCOc1nc(C)cs1,0.629967215,2.515509238,-4.1,-4.2,1.85022,143.0404849
CCc1ccc(NC)o1,0.652465569,2.850752315,-4.3,-4.6,1.8837,125.084064
Cn1cnc(NCCF)n1,0.658405266,3.180545191,-4.2,-4.3,0.1965,144.0811245
Fc1nnc(NC2CC2)nn1,0.649794525,3.126278252,-5.7,-5.3,-0.02,155.0607234
Oc1cnc(NCCCF)nc1,0.662116191,2.701093145,-4.7,-5,0.9537,171.0807902
NCCCNc1csc(F)n1,0.672216097,3.119466838,-4.3,-4.4,1.0429,175.0579465
c1cc(NC2CC2)ccn1,0.664913811,1.891491117,-4.4,-4.7,1.6559,134.0843983
CNC(=O)c1csc(C)n1,0.653446964,2.144382187,-4.5,-4.8,0.81112,156.0357339
c1cc(-c2cncs2)[nH]n1,0.671166645,3.080583213,-4.7,-5,1.5332,151.0204182
COCc1nnc(I)s1,0.747669359,3.052972623,-4.8,-4.4,1.2891,255.9167318
OCc1cc(C2CC2)no1,0.665546752,2.647918268,-5.6,-5.1,1.0443,139.0633285
Cc1csc(C(C)(C)O)n1,0.672445934,2.787476467,-4.7,-4.9,1.67892,157.056135
CSCc1nnc(N)o1,0.656615386,3.013466776,-4.4,-4.4,0.5148,145.0309828
Cc1cc(I)c(N)nn1,0.68141667,3.117095315,-5.3,-4.8,0.97182,234.9606452
CCCn1ncnc1I,0.725400751,3.104674161,-4,-4.1,1.2927,236.9762953
CCNCCNc1cscn1,0.65283372,2.836991202,-4.3,-4.3,1.1645,171.0830184
CCOc1ccc(N)nn1,0.646073837,2.2939364,-5.1,-5.3,0.4575,139.0745619
CCc1cccc(I)c1,0.652831106,1.761137546,-5,-5.1,2.8536,231.9748983
CC(C)Cn1cc(N)cn1,0.66689364,2.467900136,-4.7,-4.5,1.1213,139.1109474
Cc1cc(O)cc(I)c1,0.68260524,2.502631853,-5.1,-4.9,2.30522,233.9541628
CSCCNc1ncc(I)cn1,0.679436891,2.784007172,-4.8,-4.5,1.8561,294.9640163
CCCc1cc(C)[nH]n1,0.637927702,2.455699392,-4.7,-4.8,1.67062,124.1000484
Oc1nc(NC2CC2)ncc1I,0.801329646,2.843059044,-5.6,-5.3,1.3611,276.9712099
Cc1cc(OC(F)F)no1,0.639885867,2.683997572,-5.2,-5.5,1.58442,149.0288348
C=CCCc1nc(O)cs1,0.676791199,3.166090795,-5,-4.8,1.9673,155.0404849
Oc1nccc(I)c1F,0.696127526,3.130883776,-4.7,-4.7,1.5309,238.9243399
Fc1cnc(NC2CCC2)nc1,0.726235722,2.232844729,-5.2,-5.3,1.5801,167.0858755
CNc1cc(C)nc(NC)n1,0.659806651,2.410664952,-5.2,-5.1,0.86842,152.1061964
CC(C)c1cc(CN)[nH]n1,0.641640117,2.861018085,-4.9,-4.8,0.9918,139.1109474
COc1n[nH]cc1C1CC1,0.66837751,3.145084202,-5.1,-4.8,1.2957,138.0793129
CCNCC(=O)Nc1ncsn1,0.698826071,3.146589073,-5.1,-4.9,0.0861,186.0575319
O=C(Nc1css1)C1CC1,0.682124815,2.925177059,-4.3,-4.5,2.1581,172.9969058
Ic1cnc(NC2CCC2)nc1,0.839274409,2.520176856,-5.2,-5.2,2.0456,274.9919453
CCn1ccnc1NC,0.637244781,2.704027392,-4,-4.2,0.9447,125.0952974
CCCc1ccc(I)o1,0.719315967,2.546635392,-4.5,-4.6,2.8367,235.9698129
OCCc1ccc(F)s1,0.668669903,2.750528315,-4.3,-4.7,1.422,146.0201641
Cc1scc(CCO)c1N,0.676675773,2.976053982,-4.8,-5,1.17352,157.056135
COCNc1nccs1,0.646234031,2.776216765,-3.9,-4.2,1.1589,144.0357339
CC(C)c1occc1I,0.682825645,3.116708776,-4.6,-4.6,3.0076,235.9698129
CCCNc1ncc(F)c(I)n1,0.680275793,2.817061841,-5.3,-5.2,2.0422,280.9825235
CCOc1cc(CS)on1,0.678723619,2.981516619,-4.7,-4.5,1.5031,159.0353995
CSc1nnc(CO)s1,0.651838152,2.859320315,-4.8,-4.4,0.7523,161.9921548
C=CCNc1csc(N)n1,0.647192601,3.118232553,-4.6,-4.4,1.3232,155.0517183
CCCc1nnc(O)s1,0.67790391,3.06504093,-5,-4.8,1.1962,144.0357339
CC(=O)Nc1n[nH]c(C2CC2)n1,0.676864347,2.514149953,-5.9,-5.3,0.6405,166.0854609
COCCc1nc(C)cs1,0.665119151,2.24089574,-4.1,-4.3,1.64042,157.056135
Cc1csc(C(=O)O)c1,0.648229863,2.253747238,-4.6,-4.6,1.75472,142.0088504
N#CCNc1ncc(I)cn1,0.636523079,3.066445001,-4.9,-4.6,1.01668,259.9558942
Cc1cnc(NCCCF)nc1,0.694838618,2.486709887,-5,-4.8,1.55652,169.1015256
ONc1cscc1C1CC1,0.642725835,3.109989147,-4.8,-4.9,2.4266,155.0404849
CC(C)CNc1ccccn1,0.713737488,1.856242024,-4.9,-5.2,2.1495,150.1156984
N#Cc1csc(CC(=O)O)n1,0.702804641,2.777440336,-5,-5,0.64188,167.9993484
CNc1cncc(CF)c1,0.674364765,2.590743542,-4.6,-5,1.5928,140.0749765
C=Cc1cscc1C(=O)O,0.707736535,2.976305264,-4.8,-5,2.0893,154.0088504
CCc1cnc(NCCO)nn1,0.653226678,2.661875951,-5.5,-5.1,-0.1618,168.101111
CCCSc1csc(C)n1,0.651759138,2.761451784,-4.2,-4.4,2.95362,173.0332914
Cc1ncnc(O)c1I,0.685647562,3.094018392,-4.5,-4.6,1.09522,235.9446608
CSc1csc(CN)c1,0.667222329,3.14308893,-3.9,-4,1.9287,159.0176413
OCc1nc(C2CC2)ns1,0.691828231,3.091603433,-4.7,-4.8,0.9078,156.0357339
OCc1ccnc(NC2CC2)n1,0.686073135,2.324400385,-5.1,-5.3,0.5432,165.090212
CCCCNc1ncc(C)nn1,0.686631196,2.435352874,-6.3,-5.3,1.39202,166.1218464
C=C(CCC)c1csc(N)n1,0.752877088,2.932992644,-4.9,-5,2.5386,168.0721194
c1ncc(Nc2ccsc2)[nH]1,0.715898397,3.00785628,-4.8,-5,2.2148,165.0360682
CCc1ncccc1I,0.677628968,2.414742469,-4.5,-4.5,2.2486,232.9701473
CCc1n[nH]nc1CC,0.638435824,2.964301853,-4.6,-4.7,0.9295,125.0952974
O=C(NC1CC1)c1cscn1,0.716400132,2.286004307,-5,-4.7,1.0353,168.0357339
CCCCCc1cc[nH]n1,0.634317933,2.902102788,-4.6,-4.7,2.1424,138.1156984
C=Cc1cc(CN)cs1,0.66449721,3.1788397,-4.3,-4.4,1.8498,139.0455703
C=CNc1ccc(C)cn1,0.668236532,2.548764971,-4.8,-4.9,1.94542,134.0843983
CCc1csc(N)c1C#N,0.666248581,2.951705264,-4.8,-4.9,1.76438,152.0408193
CCCNc1ccsc1N,0.703381772,2.617891894,-4.5,-4.4,2.1522,156.0721194
COc1noc(C)c1I,0.697842228,3.0639607,-4.2,-4.4,1.59622,238.9443264
CNc1ncc(SF)cn1,0.709124015,3.203678158,-4.7,-4.6,1.4949,159.0266464
CC(C)c1cnc(CN)s1,0.707821848,2.786648854,-4.5,-4.6,1.7252,156.0721194
N#Cc1csc(CO)c1,0.633033712,2.746823084,-4.4,-4.5,1.11208,139.0091848
CCc1n[nH]c(CF)n1,0.642336656,3.147109853,-4.4,-4.6,0.8366,129.0702255
O=C(O)CCNc1ncon1,0.636865908,2.843990907,-4.9,-5,-0.0438,157.0487411
OCCCc1cnns1,0.670114564,3.149844575,-4.2,-4.5,0.463,144.0357339
O=CNc1nccc(CF)n1,0.646953382,3.03091845,-4.8,-4.8,0.5144,155.04949
CC(=O)Cc1nc(F)cs1,0.652705478,3.134771931,-4.4,-4.6,1.4137,159.015413
CNc1ccccc1I,0.733760869,2.026806469,-4.5,-4.7,2.3329,232.9701473
CCOc1cc(CN)[nH]n1,0.634534099,2.804646839,-4.7,-4.4,0.2671,141.090212
CCCSc1nc(C)cs1,0.651759138,2.342630356,-4.2,-4.4,2.95362,173.0332914
CNc1ncnc(CSC)n1,0.725997355,2.816798847,-4.7,-4.7,0.7763,170.0626173
CCCNc1csc(I)c1,0.829273548,3.027797389,-4.3,-4.4,3.1746,266.9578683
CNCc1ccc(N)s1,0.647415817,2.720997238,-4,-4.4,1.0497,142.0564693
CNc1ccc(SF)cn1,0.713038711,2.940358927,-4.6,-4.9,2.0999,158.0313974
CCC(N)=Cc1ccsc1,0.69358152,3.080407828,-4.9,-4.7,2.4577,153.0612204
N#CCn1cc(I)cn1,0.678970787,3.151684623,-4.1,-4,1.01128,232.9449951
Nc1nc(NCCCF)cs1,0.681638423,3.038788426,-4.6,-4.7,1.4968,175.0579465
Nc1cc(OC(F)F)cs1,0.726240014,3.115900136,-4.4,-4.8,1.9317,165.0059912
CC(C)c1cnc(O)cn1,0.635907815,3.051382187,-4.8,-5,1.3056,138.0793129
CCc1nc(OC)cs1,0.62846239,2.683385546,-4.3,-4.4,1.7141,143.0404849
CCc1csc(OC)n1,0.62846239,2.681812623,-4.2,-4.4,1.7141,143.0404849
CCC(O)c1csc(N)n1,0.678831626,3.178998079,-4.5,-5,1.1687,158.0513839
CNCCc1ccno1,0.638100155,2.880110847,-4.2,-4.4,0.4365,126.0793129
C=C(C)Nc1ncc(F)c(C)n1,0.730209896,2.817917523,-5.2,-5.4,1.86962,167.0858755
CC(C)c1n[nH]c2ccsc12,0.692945494,2.916754679,-5.2,-5.2,2.7478,166.0564693
CCc1nc(NC2CCC2)no1,0.742401076,2.644344276,-5.4,-5.3,1.5964,167.105862
CONC(=O)c1cscn1,0.635006649,2.776361125,-4.6,-4.6,0.4343,158.0149984
CCCc1ccsc1I,0.70820974,2.843801546,-4.2,-4.4,3.3052,251.9469693
CNCCCc1ccno1,0.629262654,2.777005176,-4.4,-4.7,0.8266,140.094963
SCCCc1ccsc1,0.642261455,2.581960552,-3.8,-4.1,2.6105,158.0223923
COCNc1ncc(F)c(C)n1,0.68734939,2.714000303,-5.1,-5.2,0.93992,171.0807902
CCCOc1csnc1O,0.72855728,3.141721564,-4.5,-4.6,1.6375,159.0353995
CCCNc1ncnc(OC)n1,0.716748948,2.389640204,-5,-5,0.7021,168.101111
CCNc1nc(C)nc(F)n1,0.686063768,2.647254182,-5.4,-5.1,0.75092,156.0811245
COc1c[nH]c(C2CC2)n1,0.66837751,3.203460575,-4.9,-4.6,1.2957,138.0793129
NCc1ccc(C2CC2)o1,0.672244657,2.520222114,-4.8,-4.9,1.6157,137.084064
NC(=O)NCc1ccsn1,0.648405777,3.057991894,-4.8,-4.9,0.3114,157.0309828
Oc1csnc1C1CC1,0.645648884,3.166084623,-4.9,-4.4,1.7261,141.0248348
CCONc1nc(C)cs1,0.681139683,2.873907279,-4.7,-4.5,1.81492,158.0513839
CNc1cnc(OC)nc1,0.648730778,2.507810026,-4.6,-4.4,0.5269,139.0745619
N#CCCc1nc(O)cs1,0.698168119,3.185712773,-4.5,-4.6,1.30488,154.0200838
CCNc1nnc(C)o1,0.638282006,2.685717238,-5,-4.7,0.80982,127.0745619
COCNc1ncc(CF)cn1,0.685298492,2.89091577,-4.9,-4.9,0.9619,171.0807902
CCCNc1ncc(CN)nn1,0.667248584,2.659151516,-5.8,-5,0.1522,167.1170954
C=CNc1ncnc(CC)n1,0.69765376,3.128136316,-4.8,-4.9,0.9894,150.0905463
Nc1ncc(C2CCC2)o1,0.639726608,2.910105081,-5.1,-5,1.5243,138.0793129
CC=Cc1ccc(CN)o1,0.67428992,2.777834751,-4.9,-4.7,1.7714,137.084064
OCCOc1ccoc1,0.649473973,2.691345167,-4.1,-4.5,0.6507,128.0473441
CCc1nc(C)sc1N,0.646440323,2.849483776,-4.3,-4.4,1.59612,142.0564693
CN(C)c1nc(CF)cs1,0.653985366,2.912166803,-4.2,-4.2,1.6786,160.0470475
CCCc1ncnc(NC)n1,0.697705617,2.496300584,-5,-5,0.8658,152.1061964
CCCCNc1ncc(C)cn1,0.693259877,2.068177308,-5.5,-5,1.99702,165.1265975
CNc1ncnc2c1CCC2,0.647114862,2.516219086,-5.1,-5.4,1.007,149.0952974
CNCCc1csc(F)c1,0.706763657,2.873635301,-4.4,-4.6,1.6491,159.0517985
CC(C)c1cnc(NO)nc1,0.630375915,2.684551106,-5.4,-5.6,1.4011,153.090212
CCc1coc(NC)n1,0.64822471,3.032834776,-4.6,-4.3,1.2787,126.0793129
Cc1nc(CCC#N)cs1,0.648660122,2.544235301,-4.5,-4.8,1.9077,152.0408193
CCNc1nc(F)cc(F)n1,0.658346655,2.815752644,-5,-5.4,1.1866,159.0608037
COCc1cn[nH]c1C,0.63792558,2.510153546,-4.5,-4.5,0.86452,126.0793129
c1csc(-c2cn[nH]n2)n1,0.660877741,3.023107828,-4.9,-4.8,0.9282,152.0156671
CCCNc1cn[nH]c1F,0.670494379,2.898464422,-4.6,-4.9,1.3707,143.0858755
COC(=O)Nc1ncc(I)cn1,0.785906158,2.578257645,-5.2,-5,1.2595,278.9504744
CCCc1cc(N)co1,0.654314408,3.038594776,-4.4,-4.4,1.8143,125.084064
C=CCc1csc(CO)c1,0.659831452,2.914877059,-4.6,-4.8,1.9689,154.0452359
CSCc1nc[nH]c1C,0.678821797,2.845618161,-4,-4,1.58112,142.0564693
O=C(O)Cc1cnns1,0.64202026,3.039253853,-4.5,-5,0.1652,143.9993484
CNc1noc(NC2CC2)n1,0.670083443,3.057391403,-5.1,-4.9,0.6856,154.0854609
CC(=O)CNc1ncc(F)cn1,0.720058306,2.490376526,-5,-5.2,0.6166,169.0651401
CCONc1cc(C)no1,0.646848217,3.065261125,-5.3,-4.9,1.34642,142.0742276
CC(C)Nc1ncc(CN)nn1,0.669769801,2.819226876,-5.4,-5,0.1506,167.1170954
COc1n[nH]nc1C(C)C,0.666316632,3.055607828,-4.7,-5,0.9367,141.090212
CCc1n[nH]c2sccc12,0.66628587,3.180214725,-5.1,-5.2,2.1868,152.0408193
Cc1c(N)ncc(F)c1I,0.713708929,3.007710195,-5.1,-5.2,1.71592,251.9559744
O=C(S)CNc1ncccn1,0.640761888,2.707164108,-4.8,-4.9,0.3449,169.0309828
CS(=O)(=O)c1nc(O)cs1,0.670766915,3.149867592,-4.9,-4.9,0.2522,178.971085
CC(=O)Cc1nc(C#N)cs1,0.661724808,2.966228029,-4.9,-5,1.14628,166.0200838
NS(=O)(=O)c1csc(O)c1,0.641266318,3.027265225,-4.8,-4.8,0.1011,178.971085
CCCCc1cnc(NC)nn1,0.731116805,2.583136132,-5.3,-5.2,1.2559,166.1218464
Cc1sc(N)nc1C1CC1,0.670729748,2.772536033,-4.8,-4.8,1.91112,154.0564693
Cc1csc(NC(C)C)n1,0.710167002,2.24565911,-4.5,-4.5,2.27182,156.0721194
CC(C)Cc1nc(F)cs1,0.645662762,2.921900136,-4.6,-4.7,2.4807,159.0517985
CSCCNc1ncon1,0.659741068,3.201571223,-4.2,-4.2,0.8445,159.0466329
N#Cc1csc(CC(N)=O)n1,0.675003282,2.88746649,-4.9,-5.1,0.04258,167.0153328
OCCOc1cccs1,0.688446435,2.58206706,-4.2,-4.5,1.1192,144.0245005
COc1nsc(C2CC2)n1,0.649243493,3.09945618,-4.9,-4.5,1.4241,156.0357339
COCC(=O)Nc1cnsc1,0.730772123,2.920251949,-4.5,-4.8,0.728,172.0306485
CCNc1nnn(COC)n1,0.650150025,2.966761627,-4.9,-4.7,-0.2912,157.09636
CC(C)CCc1c[nH]cn1,0.679546751,2.790904532,-4.5,-4.7,1.9983,138.1156984
N#Cc1cnc(NCCS)nc1,0.671737602,2.819693598,-4.8,-4.7,0.68998,180.0469673
N#Cc1cscc1NC(=O)O,0.669904486,2.986318798,-5.1,-5.1,1.70968,167.9993484
COc1cnc(NC2CC2)nc1,0.727065593,2.181947896,-4.9,-5,1.0595,165.090212
CSCCNc1ncc(N)cn1,0.678637338,2.563698575,-4.7,-4.6,0.8337,184.0782674
CSc1ccc(CN)s1,0.667222329,2.929658776,-4,-4,1.9287,159.0176413
CCc1cnc(NC)o1,0.64822471,3.065245853,-4.6,-4.3,1.2787,126.0793129
Nc1cc(CCCO)on1,0.631116608,2.784174312,-4.7,-4.9,0.1817,142.0742276
CNc1c(F)cncc1I,0.771492714,2.979777059,-4.5,-4.6,1.867,251.9559744
CCNc1nnc(I)s1,0.815003174,3.044105546,-5.1,-4.6,1.5745,254.9327162
CCc1nnc(C2CC2)s1,0.650584501,2.40425563,-5.3,-4.8,1.9779,154.0564693
Cc1nc(OCC#N)cs1,0.645594229,2.963561125,-4.6,-4.6,1.3539,154.0200838
CCCn1ncc(CN)n1,0.649663644,2.977669367,-4.4,-4.6,0.1468,140.1061964
CSOCc1nc(C)cs1,0.657732579,3.128419367,-4.2,-4.2,2.24612,175.0125559
COc1nc(N)sc1C,0.640316779,2.8815607,-4.2,-4.6,1.04232,144.0357339
CC(C)CNCc1nncs1,0.741340723,2.813837557,-4.8,-4.7,1.2837,171.0830184
CC(C)(C)Nc1ncccn1,0.66328837,2.238321875,-4.6,-4.9,1.687,151.1109474
CNc1nc(C)c(C)s1,0.646416985,2.371849161,-4.2,-4.2,1.80164,142.0564693
O=C(O)c1ncsc1I,0.772347606,3.1730107,-4.7,-4.5,1.4459,254.8850973
Oc1cc(-c2ccsc2)[nH]n1,0.67872932,3.08424024,-5.2,-5.3,1.8438,166.0200838
CCSCc1cn[nH]n1,0.687473121,3.185801972,-4,-4.2,1.0578,143.0517183
NCOCc1cscn1,0.630992276,3.072268836,-3.9,-4.1,0.5759,144.0357339
CCCc1nnc(I)s1,0.75506819,2.924552315,-4.9,-4.6,2.0952,253.9374672
CC(C)Cc1csnn1,0.628199947,2.887045853,-4.6,-4.9,1.7366,142.0564693
CNc1ncc(CC2CC2)nn1,0.71966558,2.741861923,-6,-5.4,0.8658,164.1061964
COC(=O)Nc1snnc1C,0.688322163,2.694404952,-5,-5,1.02482,173.0258975
CC(C)c1ncc(I)s1,0.701089565,3.169970315,-4.4,-4.5,2.8711,252.9422183
CCCSc1cscc1N,0.711243753,3.051884751,-4.2,-4.3,2.8324,173.0332914
Cc1csc(CCCO)n1,0.718631963,2.264834751,-4.4,-4.6,1.37642,157.056135
CC(C)n1cncc1I,0.68221989,3.185449161,-4.4,-4.2,2.0686,235.9810463
COc1cc(C)[nH]c1I,0.741483161,3.050858776,-4.1,-4.4,1.93632,236.9650619
CCc1csc(I)nc1=O,0.724347426,3.134315521,-4.9,-5.4,1.6703,266.9214828
CC(C)Oc1ncc(N)s1,0.709358493,3.161053982,-4.4,-4.5,1.5125,158.0513839
Cc1cnc(NCCCF)nn1,0.68339108,2.853885453,-5.1,-5.1,0.95152,170.0967746
COc1cnc(I)c(N)n1,0.74501703,3.128669367,-4.7,-4.7,0.672,250.9555598
FCNCc1nccs1,0.647121238,3.110872978,-3.8,-4.1,1.1597,146.0313974
OCCNc1ncc(CF)cn1,0.68591046,2.600851064,-5.1,-5,0.3503,171.0807902
Cc1cc(C(=O)O)cs1,0.648229863,2.220366469,-4.5,-4.5,1.75472,142.0088504
Cc1ncc(OCCO)s1,0.709696224,2.892901235,-4.5,-4.4,0.82262,159.0353995
COCc1cc(C)[nH]n1,0.63792558,2.55880893,-4.4,-4.4,0.86452,126.0793129
CCn1cnc(C)c1I,0.679748982,3.055249161,-4.2,-4.3,1.81602,235.9810463
CCC(=O)Nc1noc(F)n1,0.683946122,3.008103413,-5.6,-5.4,0.5572,159.0444047
NCCC(=O)c1ccsc1,0.668032155,2.402050136,-4.6,-4.8,1.2796,155.0404849
CCNc1ccc(F)s1,0.673022581,3.0323197,-4.1,-4.6,2.319,145.0361485
FCCOc1ccccn1,0.634830012,2.192917112,-4.3,-4.8,1.4299,141.0589921
CCCNc1noc(NC)n1,0.678659211,3.023137805,-5.2,-5.1,0.9332,156.101111
c1cnc(NOC2CC2)nc1,0.654031285,2.842127259,-5.1,-5,0.9825,151.0745619
CC(C)n1ncc(I)c1N,0.771011477,2.901435639,-4.4,-4.4,1.6508,250.9919453
OCc1cnc(NC2CC2)nc1,0.686073135,2.272049706,-5,-5.1,0.5432,165.090212
CCOc1ncc(C)[nH]1,0.64431745,2.905583084,-4.5,-4.2,1.11682,126.0793129
Cc1cc(I)c(CN)cn1,0.763785878,2.788423213,-4.6,-4.9,1.45332,247.9810463
CC(C)Nc1nncc(O)n1,0.644672338,2.957975721,-5.3,-5.4,0.3975,154.0854609
CCCCNc1n[nH]c(C)n1,0.643047131,2.432943264,-5.4,-4.7,1.32512,154.1218464
O=C(O)c1ccoc1I,0.755303694,2.863589546,-4.5,-4.7,1.5824,237.912692
CNCCNc1snnc1C,0.648481885,2.951995374,-4.7,-4.5,0.47782,172.0782674
NC(=O)CCNc1cscn1,0.689929714,2.810786937,-4.5,-4.8,0.4304,171.0466329
CCCn1cc(CN)cn1,0.671234811,2.343273213,-4.4,-4.4,0.7518,139.1109474
Cc1nscc1OC(C)C,0.656469791,3.038541162,-4.5,-4.5,2.23872,157.056135
CCCNc1n[nH]c(=O)s1,0.680554868,2.914788048,-4.8,-4.5,0.6533,159.0466329
CC(S)CNc1ncccn1,0.667786046,3.131992241,-4.7,-4.7,1.2068,169.0673684
CC(O)c1cccc(I)c1,0.756076851,2.472321156,-5,-5.5,2.3445,247.9698129
CCNc1cncn1C,0.634723266,2.918914161,-3.9,-4.4,0.8519,125.0952974
CCCNc1cn[nH]c1,0.63753122,2.56586706,-4.3,-4.4,1.2316,125.0952974
CNc1ncc(OC)c(O)n1,0.63960651,2.684001875,-5,-5,0.2325,155.0694765
CCNc1cnc(N)s1,0.652753402,3.128960315,-4.2,-4.3,1.1571,143.0517183
O=C(O)c1nscc1F,0.64369931,3.16040493,-4.6,-4.8,0.9804,146.9790275
CCNc1ccoc1,0.628081225,2.889517026,-3.7,-4.1,1.7114,111.0684139
CCCn1cnc(I)c1,0.716780564,3.158148007,-4.1,-4.2,1.8977,235.9810463
FCCNc1ncc[nH]1,0.633070302,3.048330966,-4.1,-4.3,0.7911,129.0702255
CCc1cn[nH]c1CC,0.636053009,2.726663084,-4.6,-4.7,1.5345,124.1000484
N#Cc1csc(NC2CC2)n1,0.723515137,2.781544753,-4.9,-4.9,1.58908,165.0360682
CNCc1nc(C)sc1C,0.701235927,2.696443726,-4.4,-4.3,1.47934,156.0721194
CSc1nc(C2CC2)cs1,0.634544096,2.815184751,-4.7,-4.4,2.7424,171.0176413
Cc1ncc(I)cc1CN,0.763785878,2.737223213,-4.7,-4.9,1.45332,247.9810463
CN(C)c1ccsc1I,0.694572001,3.093216469,-3.8,-3.8,2.4187,252.9422183
CCSc1n[nH]c(C)n1,0.632876362,2.601488315,-4.5,-4.2,1.22512,143.0517183
NCc1scnc1C1CC1,0.70039779,3.037850685,-4.3,-4.6,1.4792,154.0564693
Oc1ccc(C2CC2)s1,0.634379962,3.033765238,-4.6,-4.7,2.3311,140.0295859
Nc1csc(C2CCC2)c1,0.659029069,2.761792993,-4.8,-4.9,2.5978,153.0612204
CCCNc1nccc(C#N)n1,0.724250661,2.475588168,-5.3,-5.1,1.17018,162.0905463
Fc1cc(-c2ccsc2)n[nH]1,0.694831384,3.035592644,-5.1,-5.3,2.2773,168.0157474
CC(C)(C)SCc1nccs1,0.70505609,2.77550649,-4.5,-4.6,3.1748,187.0489414
NCCCNc1ncc(F)cn1,0.640914919,2.346146991,-4.9,-4.8,0.3764,170.0967746
Cc1nc(CCN)c(C)s1,0.699826585,2.63934629,-4.3,-4.4,1.26114,156.0721194
C=Cc1cnc(NCCC)nc1,0.736704202,2.500861471,-5.3,-5,1.9415,163.1109474
CCCNc1ncc(F)c(C)n1,0.748569595,2.282180722,-5.4,-5.2,1.74602,169.1015256
CNc1ncc(I)cc1N,0.737557962,2.866433469,-4.8,-4.8,1.3101,248.9762953
COCc1cnc(O)cn1,0.642679233,3.000391894,-4.6,-4.7,0.3286,140.0585775
CNc1cncc2[nH]c(C)cc12,0.670376925,2.728003552,-5.4,-5.2,1.91302,161.0952974
O=C(Nc1ncc(O)cn1)C1CC1,0.693981961,2.251885904,-5.7,-5.5,0.5307,179.0694765
Cc1nc(CSC#N)cs1,0.638127347,3.021428158,-4.3,-4.5,2.1658,169.9972402
COc1cn[nH]c1C(C)C,0.676240114,2.745607828,-4.7,-4.7,1.5417,140.094963
Cc1nc(OC(F)F)n[nH]1,0.67332987,3.191136033,-4.9,-5.2,0.71452,149.0400682
CCC(N)c1cccnc1,0.668614235,2.477760899,-4.8,-5,1.4914,136.1000484
C=CCNc1cscc1C,0.658177159,3.086851235,-4.4,-4.4,2.65442,153.0612204
NC(=O)c1nc(CS)cs1,0.647441979,3.089541162,-4.6,-4.5,0.6718,173.9921548
Cc1nc(C=CCN)cs1,0.699405265,2.914164971,-4.3,-4.4,1.42342,154.0564693
c1cnc(NC2CCO2)nc1,0.67321463,3.112090907,-4.9,-4.9,0.6349,151.0745619
Sc1csc(NC2CC2)n1,0.66700862,3.189080356,-4.3,-4.3,2.0061,172.0128903
Cc1nc(NCCCF)no1,0.669315988,3.062250957,-4.8,-4.7,1.14952,159.0807902
CCOCc1cncs1,0.641884409,2.629074753,-3.9,-4.2,1.6796,143.0404849
CCCc1csc(C)c1N,0.697639031,2.786233469,-4.6,-4.7,2.59122,155.0768704
CCNCc1cscc1N,0.69463762,2.802248488,-4.3,-4.4,1.4398,156.0721194
CN(C(N)=O)c1cscn1,0.650521969,3.135864238,-4.5,-4.5,0.658,157.0309828
Cc1nc(OC(N)=O)cs1,0.660158939,2.801366803,-4.7,-4.8,0.90902,158.0149984
NCCCCc1cnsn1,0.658211638,3.092721356,-4.3,-4.4,0.8195,157.0673684
C=C(C)c1cc(O)ccn1,0.636727731,2.759125777,-5.1,-5,1.8203,135.0684139
O=C(O)CCCc1cnco1,0.706195618,2.541903562,-4.7,-5.1,1.0819,155.0582431
CCNc1scc(O)c1C,0.68938147,2.975407828,-4.5,-4.6,2.19392,157.056135
CNc1ncc(CCSC)nn1,0.750418001,2.945942014,-5.4,-5.1,0.8188,184.0782674
