smiles,qed,sas,weight,logP,gsk3b,jnk3
C(N)(=O)c1cc(-c2cccc(F)c2)nc(n1)N1CCC(O)CC1,0.891325928,2.319933619,316.336,1.3427,-8.6,-8.3
c1cc(C2=C(C(NC2=O)=O)c2ccnc(OC)c2)cc(C#N)c1,0.868141983,2.503167229,305.293,1.52908,-8.3,-8.3
C1(=O)NC(C(c2ccnc(c2)NC2CCCC2)=C1c1ccc(Cl)cc1)=O,0.808919745,2.395863336,367.836,3.6567,-9,-8.6
c1cc(cc2c(NC(C)C)n[nH]c12)-c1cccc(NC2CCOCC2)n1,0.646854643,2.610132931,351.454,4.0361,-8.6,-8.8
c1(ccnc(c1)NC1CCOCC1)C1=C(c2cc(ccc2)OC)C(=O)NC1=O,0.774833116,2.557756263,379.416,2.2483,-9.1,-8.8
C1(=O)C(=C(C(N1)=O)c1ccc(cc1)F)c1ccc(F)cc1,0.861840499,1.960878592,285.249,2.532,-8.1,-7.6
O=C1C(c2cc(NC3CCCCC3)ncc2)=C(c2ccc(F)cc2)C(N1)=O,0.813387824,2.407270341,365.408,3.5325,-9.4,-8.6
c1ccc(F)c(c1F)C1=C(c2ccnc(NC3CCOCC3)c2)C(=O)NC1=O,0.790955113,2.713129275,385.37,2.5179,-9,-8.9
c1c(c(cnc1)C1C(=O)NC(=O)C=1c1ccc(cc1)Cl)NC1CCOCC1,0.793382813,2.5777875,383.835,2.8931,-8.8,-8.2
NC(=O)C1CCC(CC1)Nc1nccc(C2C(=O)NC(=O)C=2c2ccccc2)c1,0.67670571,2.514204124,390.443,2.1048,-9.5,-8.6
O=C1NC(C(C1c1cccc(OC)c1)C1C(Nc2c1cc(F)cc2)=O)=O,0.825155012,3.51388031,354.337,1.9264,-9.1,-8.5
C1CCCC(C1)Nc1nc2n(C(C)C)c(=O)c(-c3ccncc3)cc2s1,0.71531615,2.693963643,368.506,4.8455,-8.6,-8.1
c1c(c(cc(c1)C1C(=O)NC(=O)C=1c1ccc(F)cc1)OC)OC,0.876067301,2.068617879,327.311,2.4101,-7.8,-7.7
N1C(=O)C(=C(c2cccc3c2ccc(c3)Cl)C1=O)c1cc(NC2CCOCC2)ncc1,0.60667013,2.646729857,433.895,4.0463,-9.9,-9.3
C(=O)(N1c2c(OCC1)ccc(c2)Br)NC1CCCCC1,0.847845932,2.229264337,339.233,3.6902,-7.8,-7.5
O=C(CCc1n2c(ccc(n2)NC2CCCC2)nn1)NC(C)C,0.850556951,2.442011801,316.409,1.936,-7.7,-7.6
C1(Nc2cc(ccn2)-c2ccccc2)CCCC(NC2CCOCC2)C1,0.845696823,3.056800931,351.494,4.2403,-8.8,-8.6
O=C1C(=C(C(=O)N1)c1cc(ncc1)NC1CCOCC1)c1ccc(cc1)OC,0.774833116,2.510002416,379.416,2.2483,-9.3,-8.9
c1cc(C2=C(c3ccnc(c3)NC3CCN(CC3)C)C(=O)NC2=O)ccc1,0.815578809,2.448402293,362.433,2.1549,-8.7,-9
C(C=C)NC(=O)C1C(NC(C=1c1nccc(C2CC2)c1)=O)=O,0.474868762,2.900883004,297.314,0.6712,-7.3,-7.1
c1(nc(no1)C1CCCN(C1)C(=O)C)-c1cn(C)c(=O)cc1,0.831254696,2.968215014,302.334,1.1612,-8.3,-8.3
c1nc(cc(c1)C)C(Nc1cc(ncc1)-c1cnc(cc1)Nc1ccccc1)=O,0.516872598,2.20747017,381.439,4.84292,-9.5,-9.1
C(Nc1cc(c(cc1)C)C)(=O)NC1CCC(CC1)NC1CCC1,0.78959292,2.069245808,315.461,3.87824,-8.1,-8.3
c1(Nc2nccc(c2)C2=C(C(NC2=O)=O)c2cc(c(F)cc2)Cl)cc(F)ccc1,0.627002817,2.467616516,411.795,4.324,-10.2,-9.5
N(c1cc(Cl)ccn1)C1C(NC(=O)C=1c1cc(ccc1)NC1CCOCC1)=O,0.670604368,2.733899852,398.85,2.8055,-9.5,-8.5
c1(ccc(C2=C(C(NC2=O)=O)c2ccnc(NC3CCC3)c2)cc1)C(=O)O,0.703692388,2.423248634,363.373,2.3114,-8.9,-8.8
Nc1nc(ccn1)-c1ccnc(c1)Nc1cccc(CN2CCOCC2)c1,0.721136764,2.306201539,362.437,2.6966,-8.8,-8.7
c1c(-c2cccc(C#N)c2)nc(NC2CCC(CC2)O)cc1,0.910383126,2.271717107,293.37,3.33568,-8.3,-8.3
OC1=C(c2cn(c3c2cccn3)C)C(=O)NC1=O,0.714133733,2.661300964,243.222,0.4988,-7.2,-7.3
c1c(cccc1)CCc1n[nH]c(=O)n1-c1cc(ncc1)NC1CCOCC1,0.700317644,2.535885,365.437,2.3317,-8.6,-8.4
c1ccc(c(c1)C1C(=O)NC(C=1c1cccnc1)=O)OC,0.868126945,2.15973439,280.283,1.6574,-7.8,-7.4
c12n(c(n[nH]1)-c1cccc(F)c1)c(-c1ccnc(NC3CCC(CC3)O)c1)cn2,0.493234096,2.920346731,392.438,3.6409,-9.5,-9.3
O(C)c1cc(C2C(NC(C=2c2cc3ccccc3cc2)=O)=O)ccc1OC,0.72514989,2.132971117,359.381,3.4242,-9,-8.7
C1OCCC(Oc2nccc(c2)C2=C(c3ccc(F)cc3)C(NC2=O)=O)C1,0.838555387,2.586096968,368.364,2.3457,-9,-9
c12ccccc1[nH]nc2NC(CCC)=O,0.803695991,1.956908074,203.245,2.3015,-6.6,-6.3
C1CN(CCO1)CCCCOc1cc2c(cc1)ccc(-n1c([nH]nc1-c1ccccc1)=O)c2,0.417860729,2.391776053,444.535,3.872,-9.1,-8.6
C1N(NC(C)=O)CCC(C1)CNc1nc2c(nnn2C(C)C)c(n1)NC1CCOCC1,0.599352859,3.101249598,431.545,1.5681,-8.5,-8
c1c(-c2c3c(ncc2Cl)[nH]nc3NC(CCC)=O)cccc1,0.763814227,2.455307973,314.776,4.0169,-7.7,-7.4
c1c(C(NC(C)C)=O)cc(OC)c(-c2cc3OCOc3cc2)c1,0.941312292,1.939596814,313.353,3.2291,-7.8,-8.3
c1cc(ccc1F)C1=C(C(NC1=O)=O)c1ccnc(c1)NC1CCCCC1,0.813387824,2.407270341,365.408,3.5325,-9.4,-8.6
N(C1CCC(CC1)C(N)=O)c1nc2c(cn1)cc(-c1ccc(cc1)F)cc2,0.73581716,2.23722182,364.424,3.8919,-9.5,-9
c1cnc(OC2CCC2)cc1C1C(NC(=O)C=1c1cc(ccc1)Cl)=O,0.855785312,2.507366946,354.793,3.2335,-8.7,-8.4
c1c(C2C(NC(C=2c2ccnc(NC3CCCC3)c2)=O)=O)ccc(c1)OC,0.798456144,2.377005843,363.417,3.0119,-9.2,-8.7
C1CCCC(C1)NC1CCC(Nc2nc3c(c(=O)[nH]2)cc(cc3)F)CC1,0.779250597,2.499325441,358.461,3.7076,-8.9,-8.6
N1C(=O)C(c2cccc(Cl)c2)=C(c2ccnc(NC3CCOCC3)c2)C1=O,0.793382813,2.579779216,383.835,2.8931,-9,-9
Fc1ccc(Nc2cc(nc(n2)NC2CCOCC2)-c2ccccc2)cc1,0.69189825,2.171565,364.424,4.6172,-9.4,-8.5
C1CCC(CC1)Nc1cc(-c2cc(ncc2)NC2CCCC2)cc(C#N)n1,0.773531067,2.581906154,361.493,5.11438,-9.2,-8.7
c1c(C(N)=O)c(OCCC)cc(-c2cc(ncc2)NC(=O)C2CC2)c1,0.810577805,2.138521566,339.395,2.9848,-7.8,-7.9
c1ccc2ncc(cc2c1)-c1nc(sc1)Nc1nccc(C2CCCCC2)c1,0.432234775,2.392366885,386.524,6.5446,-9.7,-9.5
c1c(C2C(=O)NC(=O)C=2c2c(Cl)cc(cc2)F)ccc(c1)F,0.864154688,2.139147065,319.694,3.1854,-7.9,-7.7
C1(c2c(F)cccc2F)=C(c2c3c(n(C)c2)cccc3)C(=O)NC1=O,0.730443395,2.426885522,338.313,3.0237,-9,-8.2
Clc1ccc(C2C(NC(C=2c2ccnc(NC3CCOCC3)c2)=O)=O)cc1,0.793382813,2.530676849,383.835,2.8931,-8.8,-9.1
c1ccc(cc1C(=O)N)C1C(NC(C=1c1cc(ncc1)NC1CCOCC1)=O)=O,0.659982577,2.636238786,392.415,1.3386,-9.3,-9.1
C1(C(=C(Nc2ccc(cc2)F)C(=O)N1)c1ccnc(NC2CCOCC2)c1)=O,0.687508923,2.611822929,382.395,2.2912,-8.7,-8.7
c1ccc(cc1)C1C(NC(C=1Nc1ccc(OC)cc1)=O)=O,0.848141474,1.999338742,294.31,2.1748,-7.7,-7.6
C1CCC(Nc2nccc(C3C(NC(=O)C=3c3ccc(c(c3)Cl)F)=O)c2)CC1N,0.667692755,3.423498291,414.868,3.1231,-9.7,-9
O=c1c(cc2c(n1C)nc(NC1CCN(CC1)C)nc2NC1CCCC1)C(=O)N,0.693130524,2.678981432,399.499,1.288,-8.8,-8.6
c1c2c(n(c(-c3ccnc(NC4CCC(O)CC4)c3)n2)C)ccc1,0.776059388,2.33509632,322.412,3.3507,-8.5,-8.6
c1c(ncc(c1)-c1ccc2c(NC(CCC)=O)n[nH]c2c1)NC(CC)=O,0.630067182,2.355946745,351.41,3.712,-8,-7.8
C1(NC(C(c2ccc(OC)cc2)=C1c1ccc(OC2CCC2)cc1)=O)=O,0.842199399,2.171925747,349.386,3.1937,-8.6,-8.9
C1(=O)NC(C2C1C(NC2=O)=O)c1cccc(OCCC)c1,0.625204194,3.472358758,288.303,0.5351,-7.9,-7.5
c1cc(C2=C(C(NC2=O)=O)c2cc(ncc2)Nc2ccccc2)ccc1,0.713725077,2.168713902,341.37,3.3924,-9.3,-8.7
c1c(nccc1-c1ccc2nccnc2c1)NC1CCOCC1,0.804395244,2.354722382,306.369,3.2827,-8.5,-8.5
c1c(cc(NC2CCN(CC2)C2COc3ccccc3O2)nc1)C(O)=O,0.871375946,2.979383977,355.394,2.4536,-9,-8.4
C1CCC(CC1)Nc1ccc2c(c1)[nH]nc2C=C1C(NC(=O)S1)=O,0.741554328,2.756415002,342.424,3.6314,-9,-8.6
c1(F)ccc(cc1)C1=C(C(=O)NC1=O)c1cc(NC2CCOCC2)ncc1,0.81135624,2.535260281,367.38,2.3788,-9.1,-8.9
c1cc(C2=C(c3c(cc(cc3)Cl)Cl)C(NC2=O)=O)cnc1NC1CCCCC1,0.709262742,2.485446583,416.308,4.7002,-8.9,-8.2
N(C)(c1nc2c(cn1)cc(Br)cc2C(NCCCN1CCCC1)=O)C1CCCCC1,0.604089032,2.614517534,474.447,4.3769,-8.4,-7.8
O=C1C(=C(c2cccc(C)c2)C(N1)=O)Nc1cc(-n2ccnc2)ccc1,0.713637409,2.481744566,344.374,2.66032,-8.6,-8.4
c1c(nccn1)Nc1n[nH]c2cc(c(cc12)C(=O)N)Cl,0.681098356,2.579692314,288.698,1.8488,-7.9,-7.9
c1cc(cc(Cl)c1Cl)C1C(=O)NC(C=1c1cn(c2ccccc21)C)=O,0.691294786,2.335338709,371.223,4.0523,-8.8,-8.7
c1c(Cl)c2c(ccc(n2)NCC2CCC(CC2)O)cc1C(N)=O,0.802255687,2.46934214,333.819,2.9501,-8.6,-8.5
C1CC1C(=O)Nc1cc(ccn1)C1=C(C(NC1=O)=O)c1ccccc1OC,0.792205771,2.353356529,363.373,2.0059,-9,-7.8
c1c(cnc(NC2CCN(C(=O)C)CC2)c1)C(=O)N,0.834703489,2.130496549,262.313,0.6033,-7.3,-7.2
c1c(cccc1C=CC1C(NC(=O)C=1c1cccc(F)c1)=O)C(N)=O,0.837538667,2.531746401,336.322,2.048,-8.8,-8.8
c1(ccc(cc1)-n1c([nH]nc1-c1ccc(F)cc1)=O)NC(=O)C1CCCCC1,0.720708571,2.123402416,380.423,3.8855,-8.7,-9.1
c1c(OC)c(OC)cc2c1nc(c(n2C)=O)-c1ccnc(c1)NC1CCOCC1,0.709195307,2.538573355,396.447,2.6036,-8.5,-8
C1CC(=C(C(=O)N)c2ccc(-n3ncc4c3ccc(F)c4)cc2)CCO1,0.736771605,2.772020874,351.381,3.2139,-8.9,-9.2
c1(ccnc(N)c1)C1C(NC(C=1c1cc2c(CCC2)cc1)=O)=O,0.827345144,2.527150962,305.337,1.7197,-8.4,-9
C1(Nc2ccccc2)=C(C(NC1=O)=O)Nc1cccc(F)c1,0.75683386,2.251499181,297.289,2.2177,-7.3,-7.9
C1CC1Nc1cc(-c2n[nH]c(n2-c2cc3c(cc2)cccc3)=O)ccn1,0.595743474,2.392409449,343.39,3.3501,-8.8,-8.4
c1cccc(C2=C(C(=O)NC2=O)c2ccnc(c2)Nc2c(cccc2)C)c1,0.700227274,2.240777441,355.397,3.70082,-9.5,-8.9
c1c(ccc2c1C(CC)C(N2)=O)-c1sc2c(n1)cc(F)cc2,0.754114902,2.908380274,312.369,4.5481,-8.4,-8.2
C1(C)C(=O)NC(=O)C=1c1cc(F)c(OCC)cc1,0.828647006,2.255565818,249.241,1.6543,-7.1,-6.8
n1(cc(c2cc(ccc21)-c1ccnc(NC2CCOCC2)c1)C=O)C,0.739651594,2.553637116,335.407,3.6437,-8.7,-8.7
c1(nc(nc(C)c1)NC(C1CC1)=O)-c1ccc2ccccc2c1,0.796671804,1.984799214,303.365,3.95372,-8.7,-8.6
COc1c(OC)cc(cc1)C1C(=O)NC(=O)C=1Nc1cc(ccc1)O,0.719397942,2.292856731,340.335,1.889,-8.3,-7.8
C1CC1C(Nc1nccc(C2C(NC(C=2c2ccc(cc2)F)=O)=O)c1)=O,0.826296828,2.34537343,351.337,2.1364,-8.4,-8.6
c12c(cc(n1C)C(=O)N)cc(Nc1ncccc1C1CCCCC1)cc2,0.730745604,2.494311336,348.45,4.4635,-8.7,-8.8
C1C(CCC(C1)NC(C1CC1)=O)C(NCc1c(nc(-c2ccncc2)[nH]1)C)=O,0.715617022,2.585644275,381.48,2.48132,-8.5,-8.3
c1(C2=C(c3cc(F)c(cc3)F)C(NC2=O)=O)ccnc(NC2CCCC2)c1,0.811721282,2.519884803,369.371,3.2815,-9.5,-9
O(c1ccc(cc1OC)C1C(NC(C=1c1ccc(Br)cc1)=O)=O)C,0.818377599,2.11871409,388.217,3.0335,-7.9,-8.6
c1c(cccc1Cl)C1C(=O)NC(C=1c1ccnc(NC2CCC2)c1)=O,0.827499606,2.448275071,353.809,3.2666,-8.8,-8.2
NC(c1cnc(NC2CCCC2)c(C2=C(c3ccccc3OC)C(=O)NC2=O)c1)=O,0.631524905,2.571473128,406.442,2.1108,-9.1,-8.1
Clc1ccc(Nc2nccc(c2)-c2cn[nH]c2-c2ccc(cc2)F)cc1F,0.46770039,2.335092826,382.801,5.8139,-9.5,-9.1
c1c(C2=C(C(NC2=O)=O)c2cc(F)cc(F)c2)ccc(N2CCOCC2)c1,0.843190968,2.385440447,370.355,2.3686,-8.8,-8.6
O=C(c1c(NC2CCCC2)ncc(-c2ccc3c(cc(cc3)F)c2)c1)N,0.728854447,2.253212874,349.409,4.4943,-9.2,-9.1
c1c(NC2CCOCC2)ncc(-c2n[nH]c(n2-c2cc3c(cccc3)cc2)=O)c1,0.560847365,2.515013401,387.443,3.3667,-9.9,-9.3
c1c(-c2c(cncc2)F)cc2c(CN(C3CCOCC3)CC2)c1,0.849387928,2.430024388,312.388,3.4248,-8.4,-9
c1c(Br)ccc(Nc2n[nH]c(-c3ccnc(c3)NC3CCOCC3)n2)c1,0.584835253,2.545032087,415.295,3.9637,-8.7,-8
OC1=C(c2cc(NC3CC3)ncc2Cl)C(NC1=O)=O,0.724131774,2.743384742,279.683,1.2348,-7,-7
c12c(c(NC)ncn1)CCCC2,0.679607814,2.457910353,163.224,1.3971,-5.4,-5.7
n1c2n(C(C)C)c(c(Br)c2cc(-c2ccnc(NC3CCOCC3)c2)c1)C,0.608379321,2.870239249,429.362,5.34102,-8.8,-8.4
c1(Cl)ccc(C2C(NC(=O)C=2c2cn(C)c3ccc(F)cc32)=O)cc1,0.715592679,2.333425961,354.768,3.538,-8.4,-8.5
O=C1NC(C(=C1c1cc(NC(C)C)ncc1)c1cn(C)c2ccccc21)=O,0.701588643,2.595799039,360.417,2.9608,-8.6,-8.4
C1C(Nc2nccc(c2)-c2cn(c(=O)[nH]c2=O)C2CCCC2)CCCC1N,0.767257133,3.383909829,369.469,2.3955,-9.5,-8
c1(CC)c(C2=C(C(=O)NC2=O)Nc2ccc(cc2)F)cccc1,0.853826064,2.206113974,310.328,2.8677,-7.8,-7.7
N(c1cc(ncc1)NC1CCC(O)CC1)c1nccc(c1)-c1ccccc1,0.620107791,2.320632693,360.461,4.6026,-9.2,-9
c1cc(-c2c(Cl)cc3c(NC(CO3)=O)c2)ccn1,0.857729856,2.307221047,260.68,2.7329,-7.3,-7.5
c1(C2=C(c3ccnc(NC4COCCC4)c3)C(NC2=O)=O)ccc(cc1)F,0.81135624,2.998130808,367.38,2.3788,-9.2,-8.4
N1CCCC1C(Nc1nccc(c1)-c1nc(c(cc1)C(=O)N)OCC)=O,0.719117091,2.955625908,355.398,1.3317,-8.5,-7.8
c1(cc(C2C(NC(C=2c2ccnc(NC3CCOCC3)c2)=O)=O)ccc1)F,0.81135624,2.588614128,367.38,2.3788,-9.2,-9
n1c(cc(-c2cc3c(OCO3)cc2)o1)C(=O)N,0.839113208,2.228320585,232.195,1.1692,-7.6,-7.5
Fc1cccc(C2=C(C(=O)NC2=O)c2ccc(c(Cl)c2)F)c1,0.864154688,2.223756144,319.694,3.1854,-8.5,-7.9
c12c(OCO2)ccc(c1)-n1nnc(C(=O)NC2CCOCC2)c1,0.905236329,2.432429139,316.317,0.9048,-8.6,-7.7
C(NC1CCOCC1)(=O)C1CCCN(c2ncc3c(n2)NC(CC3)=O)C1,0.831405805,3.164120819,359.43,0.8729,-8.3,-8.1
c1(C2=C(c3cccc(c3)O)C(=O)NC2=O)ccnc(Nc2ccc(cc2)F)c1,0.609209059,2.400225237,375.359,3.2371,-9.8,-9.3
c1cc(cc2c1c(NC1CCOCC1)n[nH]2)-n1c(n[nH]c1=O)-c1ccccc1,0.50839601,2.626503003,376.42,2.6948,-9.3,-9.5
N(c1cc(ccn1)-c1ccc2ncccc2c1)C(C)C,0.772150041,2.07635744,263.344,4.1171,-8.1,-7.9
N(C1CCOCC1)c1cc(C2C(NC(C=2c2cc(F)ccc2)=O)=O)ccn1,0.81135624,2.588614128,367.38,2.3788,-9.1,-8.9
c1cc(cc(c1)C1=C(c2cc(ncc2)NC2CCCC2)C(NC1=O)=O)C,0.832601476,2.433558105,347.418,3.31172,-9.3,-8.1
c1c(-c2ccc3c(OCO3)c2)cc(nc1)NC(=O)C1CC1,0.940012543,2.053758122,282.299,2.8258,-8,-7.6
COc1c(c(OC)cc(c1)C1=C(c2ccncc2)C(NC1=O)=O)OC,0.833474762,2.336448379,340.335,1.6746,-8,-7.1
C1(c2ccc(cc2)Cl)C(=O)NC(=O)C=1c1cc(NC2CCOCC2)ncc1,0.793382813,2.530676849,383.835,2.8931,-9,-9.1
c1ccc(C2=C(C(=O)NC2=O)c2cc(NC3CCOCC3)ncc2)cc1,0.827718733,2.476063902,349.39,2.2397,-8.9,-8.6
O=C1C(c2ccnc(NC3CCOCC3)c2)=C(C(=O)N1)c1ccc(F)cc1,0.81135624,2.535260281,367.38,2.3788,-9,-9
c1c(cc(-c2cccc(NC(=O)CC)n2)cc1)C1C(NC(C=1c1ccccc1)=O)=O,0.643297148,2.330463299,397.434,3.6643,-10,-10
C1CCC(NC(Cc2cc(nc(c2)-c2cc(COC)c(cn2)F)C)=O)C1,0.861167861,2.5208245,357.429,3.33882,-8.6,-7.6
Fc1ccc(cc1)C1C(=O)NC(C=1c1ccnc(c1)NC1CCC1)=O,0.841806812,2.399366946,337.354,2.7523,-8.7,-8.4
c1(C2=C(c3c(nccc3)NC3CCCCC3)C(=O)NC2=O)cccc(F)c1,0.813387824,2.452181583,365.408,3.5325,-8.6,-8.8
c1c(ncc(C2=C(C(=O)NC2=O)c2cc(ncc2)NC2CCCC2)c1)NC1CCOCC1,0.601624857,2.821893166,433.512,2.9892,-9.2,-9.2
c1c(ccc(C2C(=O)NC(=O)C=2N2CCOCC2)c1)C,0.804983005,2.286097982,272.304,0.69472,-7.6,-7.5
O1CCN(CC1)CCNc1c2c(ncc1)[nH]nc2Nc1cccc(c1)Cl,0.616815573,2.565945174,372.86,3.099,-8,-7.8
n1ccc(NC2=C(C(=O)NC2=O)c2cc(OC)c(c(c2)OC)OC)cc1NC1CC1,0.568078925,2.653433923,410.43,2.1613,-8.1,-7.4
c1c(cc(nc1)NC1CCN(C(NCC)=O)CC1)-c1n[nH]c(=O)n1-c1cc2c(cc1)cccc2,0.425839571,2.630216057,457.538,3.3816,-10.2,-9.8
C1(N(C(C(c2cc(NC3CCCC3)ncc2)=C1c1ccc(cc1)Cl)=O)C)=O,0.812957456,2.420388499,381.863,3.9989,-9,-8.6
C(=O)(O)c1ccc(NC2CCOCC2)c(C2=C(c3ccccc3)C(NC2=O)=O)c1,0.675733726,2.451988184,392.411,2.5429,-8.9,-8.2
C1(C(NC(C=1c1ccccc1)=O)=O)c1cc(ncc1)NC1CCOCC1,0.827718733,2.476063902,349.39,2.2397,-8.8,-8.6
s1cc(-c2ccnc(NC3CCCCC3)c2)nc1NC(=O)C1CC1,0.850055939,2.241905771,342.468,4.2982,-8.2,-7.8
c1c(ccc(-n2c3ccc(cc3c(C3CCCCC3)n2)F)c1)N1CCCCC1,0.541499901,2.28237937,377.507,6.2026,-9.6,-8.6
C1(=O)C(c2cc(NC3CCCC3)ncc2)=C(c2cnc(cc2)OC)C(N1)=O,0.791647587,2.613136021,364.405,2.4069,-9.2,-8.3
C(N1CCCCC1)CCCNc1cc(ncc1)-c1ccnc(c1)Nc1ccc(cc1)O,0.325301154,2.374188821,417.557,5.2708,-7.5,-7.7
c1c(C2=C(C(=O)NC2=O)c2ccnc(NC3CCOCC3)c2)c(Cl)cc(Cl)c1,0.742939941,2.624927545,418.28,3.5465,-8.8,-8.9
c1c(ccnc1NC(C)C)C1C(NC(=O)C=1c1ccnc(NC2CCCC2)c1)=O,0.65457275,2.740201715,391.475,3.2186,-9.3,-8.2
c1c(OC)ccc(Nc2ncc(c(c2)-c2ccnc(c2)Nc2ccccc2)Br)c1,0.358192442,2.216722659,447.336,6.4019,-9.1,-8.4
c1ccc(c(OC)c1)C1=C(C(NC1=O)=O)c1cc(NC2CCOCC2)ncc1,0.774833116,2.53893404,379.416,2.2483,-8.5,-8.8
C1(=O)C(=C(c2ccncc2)C(N1)=O)c1ccnc(NC2CCOCC2)n1,0.792502669,2.721466939,351.366,1.0297,-8.9,-8.2
CCC(=O)Nc1c2c([nH]n1)cc(F)c(F)c2,0.822554268,2.320197776,225.198,2.1896,-6.9,-6.5
c1(cccc(OC)c1)N=C1SC(=Cc2cc(ncc2)N2CCCCC2)C(N1)=O,0.795006201,2.863388032,394.5,3.9721,-9.2,-8.5
c1cnc(NC(C)C)cc1C1C(=O)NC(=O)C=1c1ccc(F)c(OC)c1,0.806172655,2.550937182,355.369,2.6168,-8.5,-8
c12[nH]nc(NC(=O)CCCN3CCCCC3)c1cc(cc2)-c1cc(ccc1)Cl,0.609754109,2.219572273,396.922,5.0879,-9,-8.4
c1(ccc(cc1)OC)C1C(NC(C=1c1cn(C)c2c1cccc2)=O)=O,0.750397967,2.197917108,332.359,2.7541,-8.4,-8.6
c1(ccc(cc1)F)C1=C(C(NC1=O)=O)c1c2cc(Cl)ccn2nc1,0.728890149,2.582217646,341.729,2.694,-8.3,-7.8
c1cc2c(ccc(n2)NC2CCOCC2)cc1C1=C(C(=O)NC1=O)c1ccc(F)cc1,0.635126139,2.56291755,417.44,3.532,-9.5,-9.6
C1(NC(C(=C1c1cc(ncc1)NC1CCCC1)c1cc(ccc1)Cl)=O)=O,0.808919745,2.446929797,367.836,3.6567,-9,-8.7
c1c(Cl)c(ccc1)C1=C(Sc2n(c(nn2)-c2ccncc2)-c2ccccc2)C(=O)NC1=O,0.450950697,2.629520055,459.918,4.1425,-9.2,-9.4
c1cc(-c2ccnc(c2)NC(C2CC2)=O)cnc1C1CCCC1,0.92285831,2.252368935,307.397,4.1497,-8,-8
c1(NCC2CCC(CC2)OC)nccc(-c2cc(=O)n(C)cc2)c1,0.916830232,2.544412068,327.428,3.0644,-8,-7.7
N(c1cc(Cl)ccc1)C1C(=O)NC(C=1c1cccc(F)c1)=O,0.85596987,2.221023853,316.719,2.9587,-8.1,-8.3
c1c(ccc(c1)C1=C(C(NC1=O)=O)c1cc(NC(C2CC2)=O)ncc1)Cl,0.813018404,2.340476065,367.792,2.6507,-8.6,-8.4
c1(O)c2c(nc(N(CCOC)CCOC)n1)ccc(-c1ccccc1)c2,0.67112376,2.390917489,353.422,3.1016,-7.9,-7.4
C1(c2cccnc2)=C(c2ccnc(c2)NC2CCC2)C(NC1=O)=O,0.84198184,2.537155881,320.352,2.0082,-8.4,-8
Clc1cc(C2=C(C(NC2=O)=O)c2ccnc(NC3CCCCC3)c2)ccc1,0.783688512,2.451789275,381.863,4.0468,-9.4,-9.1
C1CCC(CC1)Nc1nccc(C2=C(c3ccc(cc3)F)C(=O)NC2=O)c1,0.813387824,2.407270341,365.408,3.5325,-9.5,-9.1
C1(NC(=O)C(C(=O)Nc2nccc(c2)C2CCOCC2)=C1c1cccc(c1)F)=O,0.610864972,2.746912929,395.39,2.1634,-9.5,-9.1
C1(=O)NC(C(=C1c1cc(NC2CCCC2)ncc1)c1ccc(C(=O)N)cc1)=O,0.691628795,2.461196775,376.416,2.1022,-9.5,-9.3
c1ccc(C2=C(C(NC2=O)=O)c2cc(OC(C)C)c(OC)c(OC)c2)cc1O,0.74525352,2.48717198,383.4,2.7638,-8,-8.3
Fc1cnc(cc1)NC1CC(NC(c2cccc(Br)c2)=O)CCC1,0.822712837,2.908151866,392.272,4.1363,-8.7,-7.9
c1(C2C(NC(C=2c2ccc(cc2)F)=O)=O)cc(ncc1)NC1CCOCC1,0.81135624,2.535260281,367.38,2.3788,-9.2,-8.9
C1CC(CCO1)Nc1cc2c(OCCN2c2cc(ccc2)F)cn1,0.935666919,2.568661406,329.375,3.3421,-8.1,-8.6
c1c(CNCC(C)C)ccc2c1c(c(C1C(NC(C=1c1ccc(cc1)F)=O)=O)co2)=O,0.597981825,2.602413518,420.44,3.2449,-8.5,-8.3
c1(F)c(cccc1)-c1cc(NC2CCOCC2)ncc1,0.928512698,2.112758299,272.323,3.4786,-7.7,-7.9
N1C(C(c2cc(ccc2)Cl)=C(N2CCOCC2)C1=O)=O,0.827656448,2.370428346,292.722,1.0397,-7.8,-7.4
c1c(NC2CCOCC2)cc(C2=C(C(=O)NC2=O)c2ccccc2)cc1,0.834027365,2.317157425,348.402,2.8447,-8.9,-8.8
C1(=O)NC(=O)C(c2cc(ccc2)C(N)=O)=C1c1ccc(F)cc1,0.841772581,2.132760446,310.284,1.4918,-8.9,-8.5
C1CC(CCO1)Nc1cc(ccn1)C1C(NC(=O)C=1c1ccc(cc1)Cl)=O,0.793382813,2.530676849,383.835,2.8931,-8.6,-8.9
c1cnc(NC2CCC(NC(=O)NC(C)C)CC2)cc1-c1n(c(=O)n(C)n1)-c1ccc2ccccc2c1,0.368439976,2.740352387,499.619,4.2169,-9.6,-9.2
c1(N)cc(ccn1)C1=C(c2cc3c(cccc3)cc2)C(=O)NC1=O,0.711084643,2.34503548,315.332,2.3842,-8.6,-8.6
c1(ccc(C2=C(c3csc(C(N)=O)c3)C(=O)NC2=O)cc1)F,0.842051776,2.543232311,316.313,1.5533,-7.7,-7.8
C1(CCN=1)Nc1cc(C2=C(C(NC2=O)=O)c2cc(ccc2)O)ccn1,0.739312694,2.773406166,334.335,1.5685,-8.8,-8.2
C(#N)c1ccc(C2=C(c3ccnc(NC4CC4)c3)C(NC2=O)=O)cc1,0.837180153,2.515633685,330.347,2.09478,-8.6,-8
