smiles,qed,sas,ror_gamma_docking,dhodh_docking,weight,logP
CCN(CC12CCC(C(=CC(=N)c3c(F)cccc3F)C1=N)C2(C)C)C(=O)c1coc(C)n1,0.589512324,5.047898366,-7.5,-7.5,454.521,5.17376
CCS(=O)(=O)c1ccc(CNC(=O)c2cnc3c(c2)CN(Cc2ccc(-c4ccccc4)cc2)C3C(C)C)cc1,0.267591151,3.084122368,-9.3,-7.4,553.728,6.1851
CCC(C)n1c(=O)c(NCc2ccc(S(=O)(=O)CC)cc2)cc2cnc(-c3c(C)ncnc3C3CC3)nc21,0.326078451,3.524769226,-7.9,-10.5,532.67,4.81102
CC(Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1ccccc1C(F)F)C(F)(F)F,0.468525912,3.450123117,-8.8,-11.3,514.426,5.0289
Cn1cc(C2CCN(C(=O)C3CCOC3)CC2)c2cc(NC(=O)c3ccc(C#N)cc3)ncc21,0.646917559,3.171667052,-9.1,-10.7,457.534,3.43978
Cc1c(-c2ccc(-c3cccnc3Cl)cc2)nc2ccccc2c1C(=O)O,0.472273223,2.134569718,-8.8,-12.7,374.827,5.62382
CCn1c(CO)nn(-c2cc(OC(C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3OC(C)CO)cc2F)c1=O,0.325255618,3.861404305,-7.8,-9.9,560.476,3.1659
O=C(O)C1CC=C(c2nn(C(=O)c3c(Cl)cccc3C3CC3)c3c2CCC(C(=O)N2CCC(F)(F)CC2)C3)CC1,0.494457493,4.121359658,-9.2,-7.3,572.052,5.7331
CCS(=O)(=O)c1ccc(CNC(=O)c2cnc3c(c2)CN(Cc2ccc(OC)cc2)C3C(C)C)c(F)c1,0.437033613,3.205236685,-8.1,-11.7,525.646,4.6658
CCCC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1ncccc1Cl,0.549603704,3.292426002,-8,-10.6,473.936,4.3775
CC(C)CN(C(=O)Cc1ccc(F)cc1)c1nc(-c2cccc(Cl)c2)cs1,0.518950254,2.239047419,-7,-10.3,402.922,5.8343
CC1(C)C2CCC1(c1cncc(-c3nc(C(O)CN4CCN(C(=O)C=C(C(F)(F)F)C(F)(F)F)CC4)cs3)n1)c1nnc(-c3c(Cl)cccc3F)cc12,0.154129235,5.648428703,-10.5,-8.9,782.186,7.2815
Cc1ccc(-c2ccc(-c3nc4ccc(Cl)cc4c(C(=O)O)c3C)cc2)c(Cl)n1,0.377989689,2.328680306,-8.8,-8.7,423.299,6.58564
CC(=O)Nc1cccc(COc2ccc(-c3ccc(-c4nc5c(C(=O)O)cc(C)cc45)cc3)cc2)c1,0.285278122,2.44972873,-10,-13.8,476.532,6.38012
CN(N=Cc1ccc(S(N)(=O)=O)cc1)C(=O)N1CCC(c2ccc(C(F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1,0.155467978,3.920132363,-9.2,-6.2,712.641,5.2233
CCc1nn(-c2cc(OC(C)c3ccccc3)c(C(=O)Nc3cccc4nc(C)ccc34)cc2F)c(=O)n1C,0.302131698,3.171717546,-9.9,-10.6,525.584,5.52142
O=C(O)c1cc([N+](=O)[O-])ccc1Cl,0.585764652,1.719442012,-6.5,-7.9,201.565,1.9464
CC1(C)C2CCC1(c1ccnc(-n3cnc(CS(C)(=O)=O)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,0.390051013,5.057036869,-9.9,-8.6,523.569,3.5404
CC(=O)N1CCC(C(=O)N2CCC(c3ccc(C(Oc4ccc(F)cc4)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,0.20531966,3.732619989,-8.8,-7,718.663,6.5237
CCC(O)=C(C#N)C(=O)Nc1ccc(-c2cc(F)c(F)c(F)c2)c(C(=O)OC)c1,0.255302519,2.684714034,-8,-10.4,404.344,4.24168
O=C(NCc1ccncc1)C1CCC(c2ccc(C(F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)CC1,0.236181444,3.071944541,-8.9,-10,620.562,6.6859
CCN(CC(F)(F)F)C(=O)NC1Cc2cc(NC(=O)c3cccnc3)ccc2C1,0.799442158,2.927506454,-7.6,-11.4,406.408,3.3949
CN(C)CC1CN(C(=O)c2cc(Cl)c3[nH]c(=O)c4c(c3c2)CCC4)c2cc(OC(F)(F)F)ccc2O1,0.545557609,3.434570642,-9.2,-9.7,521.923,4.5382
CCC(NS(=O)(=O)c1ccc(-c2sc(C(=O)NC3CC(C(=O)O)C3)nc2C(=O)N2CCC(F)(F)CC2)c(Cl)c1)C(F)(F)F,0.331623361,3.804395469,-8.3,-11.1,673.082,4.547
CC(=O)N1CCN(C(=O)N2CCC(c3ccc(C(OCC(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,0.339105149,3.930923371,-8.6,-5.7,639.59,4.667
CC(Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1cccc(F)c1Cl)C1CNCC1,0.516904883,3.740677942,-9.3,-11.8,517.964,3.931
CCOC(=O)c1sc(Nc2ccc3c(c2)CCC3)nc1-c1ccccc1,0.630787438,2.149657222,-8.3,-11,364.47,5.2191
Cc1cc(C(F)(F)F)cc2c1c(Cc1c(Cl)ccc(C(=O)N3CCC(C(=O)O)CC3)c1Cl)cn2C,0.430972127,2.800467423,-8.6,-10.1,527.37,6.33992
CC(=O)C(C#N)=C(S)Nc1ccc(C(F)(F)F)cc1,0.508646275,2.630521867,-7.6,-8.7,286.278,3.37128
CC(C)Cc1ccc(-c2cc(C(=O)O)c3cc(C#N)ccc3n2)cc1,0.754093107,2.071326181,-8.1,-11.7,330.387,4.67018
Cc1ccc(Nc2cnc(-c3ccccc3C(=O)O)c(C)c2)c(C(=O)O)c1,0.617635911,2.1892755,-8.2,-10.5,362.385,4.50544
CC1(C)C2CCC1(c1ccnc(-c3cnc(CCS(C)(=O)=O)s3)n1)c1nnc(-c3c(F)cccc3F)cc12,0.326620213,4.994683539,-9.4,-7.6,553.66,5.1257
CC(C)(OC(=O)Nc1ccc2c(c1)N(S(=O)(=O)c1cccc(Cl)c1)CC(CCC(=O)O)O2)C(F)(F)F,0.494369491,3.257424177,-8,-10,550.939,5.0505
CCn1cc(S(=O)(=O)N2CC(CNC(C)=O)Oc3ccc(NC(=O)OC(C)(C)C(F)(F)F)cc32)c(OCC(=O)OC)n1,0.37624481,3.717817038,-8.3,-9.5,621.591,2.4366
Cc1ccc(F)cc1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCOC3)cc1OC(C)C(F)(F)F,0.520079325,3.463311929,-8.6,-10.5,512.435,4.12282
CC(Oc1cc(-n2nc3n(c2=O)CCOC3)c(F)cc1C(=O)Nc1cc(F)ccc1Cl)C(F)(F)F,0.514455466,3.450007999,-8.7,-11.1,518.826,4.0777
N#CC1(C(=O)N2CCC(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,0.362772954,3.732377042,-7.7,-7.2,566.47,5.32038
Cc1cc(C(F)(F)F)ccc1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1OC(C)C(F)(F)F,0.434028876,3.394484744,-8.6,-6.5,546.443,5.41852
Cn1cc(C2CCN(C(=O)CC3CC3)CC2)c2nc(NC(=O)c3cc(C#N)ccn3)ccc21,0.65018035,2.80523859,-9,-10.1,442.523,3.59838
Cc1nc2c(C(=O)O)cc(-c3ccc(-c4ccccc4OCc4ccccc4)cc3)cc2[nH]1,0.320576663,2.224299699,-8.4,-14,434.495,6.48252
O=C(O)c1cccc2[nH]c(-c3c(F)c(F)c(-c4ccccc4OCc4ccccc4)c(F)c3F)nc12,0.20361204,2.609575209,-9.7,-13.8,492.428,6.7305
CCc1nn(-c2cc(OC(C)C3CCCCC3)c(C(=O)Nc3cccc(F)c3)cc2F)c(=O)n1C,0.511367499,3.203013837,-8.6,-11,484.547,5.0115
CC(C)(OC(=O)Nc1ccc2c(c1)N(S(=O)(=O)c1ccc(F)cc1)CC(CO)O2)C(F)(F)F,0.6176388,3.154827435,-8,-8.9,492.447,3.6637
CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3ccccc3)c(Cc3ccccc3)s2)cc1,0.370638134,2.22193562,-7.9,-10.8,476.623,5.3757
COc1cc(-c2cc(C(=O)O)c3ccccc3n2)ccc1OCC(=O)Nc1cccnc1,0.456403485,2.098482478,-9.3,-12,429.432,4.0211
CN1CCN(C2CCC(c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,0.186038141,4.098020286,-8.1,-7.7,694.66,7.1097
CCn1c(CO)nn(-c2ccc(C(=O)Nc3c(F)cccc3Cl)c(OC(C)C(F)(F)F)c2)c1=O,0.477202209,3.287478979,-7.8,-9.7,502.852,3.9206
CCn1cc(S(=O)(=O)N2c3ccc(NC(=O)OC(C)(C)C(F)(F)F)cc3CCC2F)c(Cl)n1,0.454906375,3.722169116,-7.8,-10.7,512.913,4.8829
O=C(O)c1cc2[nH]c(=O)c(-c3ccc(-c4cccnc4)cc3)cc2cn1,0.594565663,2.310678105,-9.1,-13.2,343.342,3.3503
CCc1nn(-c2cc(OC(C)C3CCC3)c(C(=O)NC(CC)CC)cc2F)c(=O)n1C,0.654506256,3.358752379,-7.5,-9.8,432.54,3.7583
O=S1(=O)C(c2ccccc2)CCC(C(F)(F)F)N1Cc1nc2ccccc2o1,0.641079686,3.674264433,-7.9,-7.5,410.417,4.4256
CCn1c(CO)nn(-c2cc(OC(C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3F)cc2F)c1=O,0.480046159,3.368184564,-8.1,-9.9,504.387,3.5454
CCC(C)c1cc(-c2nc(-c3ccccc3F)c3c(n2)C2(C)C=C(C#N)C(=O)C(C)C2CC3)cc(F)c1C(F)(F)F,0.299881726,4.452101413,-9.9,-7.2,565.586,8.10998
Cc1ccc(Nc2ccc(-c3ccnc(C(O)(C(F)(F)F)C(F)(F)F)c3)cc2)c(C(=O)O)c1,0.410184343,2.618160319,-8.3,-11.2,470.369,5.81102
CCS(=O)(=O)c1ccc(CNc2nc3cnc(-c4c(C)ncnc4C4CC4)nc3n(CC3CC3)c2=O)nc1,0.341190037,3.233657894,-8.5,-11.3,532.63,3.04002
O=C(O)C1=C(C(=O)Nc2cc(Br)c(OCc3ccc(Cl)cc3)c(Br)c2)COC1,0.559944881,2.646180326,-7.7,-9.9,531.584,4.7939
C=C(C)c1cn(-c2ccccc2F)c(=O)c2ccc(-n3nc(CO)n(CC)c3=O)cc12,0.538153225,2.861633042,-8.2,-9.2,420.444,3.0225
Cc1cccc(F)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCOC3)cc1OC(C)CN(C)C,0.551343638,3.502242986,-8.3,-9.5,487.507,2.73202
O=S(=O)(NCCC1CCc2cc(C(OCc3ccc(Cl)nc3Cl)(c3ccccn3)c3ccccc3)cccC12)C1CCCCC1,0.208631227,4.496778885,-10,-10.2,664.699,8.3348
COc1nccc(C)c1NC(=O)c1cc(Cl)c(-n2nc3n(c2=O)CCCC3)cc1OC(C)C(F)(F)F,0.51437537,3.527356684,-8.3,-9.7,525.915,4.31762
CCOC(=O)c1sc(Nc2ccc(C#N)cc2)nc1-c1ccccc1,0.68127735,2.083387775,-8.1,-10.9,349.415,4.60208
CC(Oc1cc(-n2nc(C(=O)O)n(C3CC3)c2=O)c(F)cc1C(=O)Nc1c(F)cccc1Cl)C(F)(F)F,0.419228001,3.530042673,-8.8,-10.6,546.836,4.5806
Cn1cnnc1C1CCN(C(=O)N2CCC(c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,0.139190319,4.152368253,-8.7,-6.2,789.721,7.1436
CCOC(=O)c1sc(Nc2ccc3ccccc3c2)nc1-c1ccccc1,0.443002779,2.014533557,-8.6,-11.3,374.465,5.8836
CC(=O)NCC1CCN(S(=O)(=O)c2c(C)nc3scc(NS(=O)(=O)c4cccs4)c3c2OCCC2CCCN2)CC1,0.28833524,3.718994908,-8.3,-6,641.863,3.52472
CN(C)C(=O)c1ccc2c(c1)c(S(=O)(=O)c1cccc(C(F)(F)F)c1)nn2C(F)(F)F,0.547213954,2.821138225,-8.4,-12.6,465.375,4.066
CCn1c(CO)nn(-c2cc3c(C(C)C)cn(CC4CC4)c(=O)c3cc2F)c1=O,0.689417077,2.986901533,-8.4,-8.9,400.454,2.5336
Cc1cc(S(=O)(=O)C2(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)CCN(C(=O)C3(F)CCC(C(=O)O)CC3)C2)ccc1F,0.290245265,4.02505903,-7.9,-9.2,659.567,6.30812
N#CCC(=O)N1CCC(C(=O)N2CCC(c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,0.177185537,4.045197626,-8.4,-6.8,775.69,6.69438
CCC(F)c1ccc(N(CC(C)(C)C)S(=O)(=O)c2ccc3c(c2)CN(CC2CCN(C(=O)C)C(C)C2)C3C(C)c2ncc(N)nc2O)cc1,0.238746117,4.964573759,-8.8,-7.3,694.918,6.7338
CCn1c(C)c(C2CCN(C(=O)C3CCCC3)CC2)c2cc(NC(=O)c3ccccc3)ccc21,0.501889044,2.349900088,-9.4,-8.6,457.618,6.11812
O=C1C(O)=C(CC=C(Cl)Cl)C(=O)c2ccccc21,0.901964586,2.794359225,-7.6,-9.1,283.11,3.5868
Cc1ncc(NC(=O)c2cc(F)c(-n3nc4n(c3=O)CCCC4)cc2OC(C)C2CCCCC2)c(C)n1,0.52525251,3.52593518,-9.4,-10.2,508.598,4.51614
O=C(O)CC1CCN(c2nn(C(=O)c3c(Cl)cccc3C(F)(F)F)c3cccc(F)c23)CC1,0.514428927,2.81578441,-7.8,-11.4,483.849,5.2272
COc1cccc(-c2ncc(Nc3ccc(C)cc3C(=O)O)cc2C)c1,0.691796958,2.103304727,-8.5,-11.1,348.402,4.81584
Cc1ccc(F)cc1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1OC(C)C(F)(F)F,0.52657876,3.284144057,-9.2,-10.6,496.436,4.53882
Cc1cc(C(=O)O)c2[nH]c(-c3c(F)c(F)c(-c4ccc(O)c(F)c4)c(F)c3F)nc2c1,0.301597713,2.908733923,-9.6,-12.8,434.32,5.30462
Cc1cnc(C(F)(F)F)cc1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1OC(C)C(F)(F)F,0.463275565,3.57870446,-9.1,-10.5,547.431,4.81352
COc1cccc(-c2ccc(NC(=O)c3cocc3C(=O)O)cc2C)c1,0.718521483,2.274344558,-7.7,-11.6,351.358,4.21412
Cc1cc(C(=O)O)c2[nH]c(-c3c(F)c(F)c(-c4cccc(O)c4)c(F)c3F)nc2c1,0.317910804,2.840339511,-9.4,-12.5,416.33,5.16552
CCn1c(CO)nn(-c2ccc(C(=O)Nc3c(F)cccc3F)c(OC(C)C(F)(F)F)c2)c1=O,0.499198875,3.256191187,-8.1,-9.6,486.397,3.4063
O=C(O)C1=C(C(=O)Nc2c(F)cc(-c3ccccc3F)cc2F)CCC1,0.85446843,2.426831413,-8.8,-11.5,361.319,4.2745
CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(-c3ccc(C#N)cc3)c(C(=O)c3ccccc3)s2)cc1,0.313092444,2.503544892,-9.1,-11.5,514.628,5.49258
Cc1cc(C(=O)O)c2nc(-c3c(F)c(F)c(-c4ccc(F)cc4)c(F)c3F)[nH]c2c1,0.336328389,2.683975909,-9.4,-12.2,418.321,5.59902
CCOc1cccc(-c2ccc(Nc3ncccc3C(=O)O)c(F)c2)c1,0.671063532,2.017965872,-8.5,-11.6,352.365,4.7282
CCS(=O)(=O)c1ccc(CNC(=O)c2ccc3c(c2)c2ccccc2n3C)cc1,0.543536448,2.054486122,-8.4,-12.9,406.507,4.0551
CCC(O)=C(C#N)C(=O)Nc1ccc(-c2ccccc2Cl)c(C(=O)OC)c1,0.342470169,2.46347565,-7.8,-9.6,384.819,4.47778
CCC(O)=C(C#N)C(=O)Nc1ccc(-c2ccccc2Cl)c(C(=O)OC)c1,0.342470169,2.46347565,-7.4,-9.7,384.819,4.47778
CC(Oc1cc(-n2nc3n(c2=O)CCCN3C)c(F)cc1C(=O)Nc1c(F)cccc1F)C(F)(F)F,0.522238952,3.52955814,-8.7,-11,515.414,3.8731
CC(=O)C(C#N)C(=O)Nc1ccc(-c2ccccc2)cc1,0.873812133,2.328789195,-7.3,-10.8,278.311,3.02088
Cc1nc2c(C(=O)O)cc(-c3ccc(-c4ccccc4OCc4ccccc4)cc3)cc2[nH]1,0.320576663,2.224299699,-8.4,-14,434.495,6.48252
O=C(Nc1ccncc1)C1CCC2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3CCC12,0.25253788,4.128686603,-9.4,-7.1,618.546,6.7904
Cc1cc(C(O)(C(F)(F)F)C(F)(F)F)ccc1-c1c(F)cc(CN2CC3(C2)CN(S(C)(=O)=O)C3)c(F)c1C1CC1,0.464565626,3.829371021,-8.5,-11.3,598.556,5.20702
CCN(CC12CCC(c3cc(-c4c(F)cccc4F)nnc31)C2(C)C)C(=O)CN1C(=O)CN(C)C1=O,0.571841031,4.779947437,-9.3,-8,497.546,3.3193
CCN(CC12CCC(c3cc(-c4c(F)cccc4F)nnc31)C2(C)C)C(=O)c1ccc(N2CCOCC2)cc1,0.415214129,4.522968145,-9.9,-7.7,532.635,5.5757
CC(=O)C(C#N)C(=O)Nc1ccc(-c2ccccc2)cc1,0.873812133,2.328789195,-8,-10.8,278.311,3.02088
O=C(C1CCC2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3CCC12)N1CC(F)(F)C1,0.302039819,4.347738292,-9.6,-6.7,617.505,6.2342
Cc1ccc(C(O)(c2ccc3nc(OC3COC(C)C(O)C3O)n(C)c3c2)c2ccnn2C)cn1,0.515952495,6.307016108,-7.5,-6.6,479.537,1.51212
Cc1ccc(C(O)(c2ccc3nc(Cl)c(CC(F)(F)F)c(F)c3c2)c2cnnn2C)c(C)n1,0.342936211,3.858844116,-9.1,-10.7,479.865,4.55664
CCCC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1ccncc1C,0.583237447,3.280638905,-8.3,-10.4,453.518,4.03252
CCOc1cccc(-c2ccc(NC(=O)C(C#N)C(=O)CC)cc2C(=O)OC)c1,0.541681466,2.790707223,-7.2,-10.1,394.427,3.59628
CC(=O)c1sc(Nc2ccc(C)c(Cl)c2)nc1C,0.849566303,2.079366446,-7.5,-9,280.78,4.35954
CC1CC(F)(F)CN1C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(C(O)(C(F)(F)F)C(F)(F)F)c(Cl)c1Cl,0.341036957,4.146589273,-8.4,-8.8,658.395,5.7995
CS(=O)(=O)N1CC2(CN(Cc3ccc(-c4ccc(C(O)(C(F)(F)F)C(F)(F)F)cc4)cc3)C2)C1,0.625688932,3.203381086,-8.5,-13,508.484,3.743
CC(C)CN(c1ccc(C2CC2)cc1)S(=O)(=O)c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1,0.424964774,2.246124731,-8.2,-10.5,483.655,5.4858
COc1cccc2c1C(=Cc1c(Cl)cccc1C1CCC1)C(=O)N2c1ccc(C(=O)O)c(O)c1,0.426410574,2.723374939,-7.8,-9.4,475.928,6.2388
CC(C)(OC(=O)Nc1ccc2c(c1)N(S(=O)(=O)c1ccc(F)cc1)CC(CNS(=O)(=O)c1ccc(F)cc1)O2)C(F)(F)F,0.335841599,3.306985178,-8.6,-10.8,649.616,4.789
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)ccn2)cc1NC(=O)C1CC1,0.863100999,2.056352133,-7.9,-9.9,351.45,4.28832
O=C(N1CCC(c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1)C1(CO)CCOCC1,0.203909975,4.105825979,-8.1,-8,739.653,6.3312
CCn1c(SC)nn(CC)c1=O,0.657256261,2.722781465,-5.6,-6.6,187.268,0.8065
Cc1ccnc(C(=O)NC2CCCc3c2cnn3-c2ccccc2)c1,0.799679153,2.719737658,-8.5,-10.8,332.407,3.38312
CS(=O)(=O)c1ccc2c(c1)N(CCCF)CC2(C)C,0.852923445,2.729448944,-6.2,-7.9,285.384,2.5473
CC(C)CN(Cc1ccc(N2CCN(S(C)(=O)=O)CC2)cc1)S(=O)(=O)Cc1ccccc1,0.552708955,2.350100204,-7.7,-9.4,479.668,2.7562
CC(Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(F)cccc1Cl)C1CCCCC1,0.430084295,3.367976939,-9.3,-12,531.003,5.9018
CCCC(C)Oc1cc(-n2nc(CC)n(C)c2=O)c(F)cc1C(=O)Nc1cccc(C(F)(F)F)c1,0.441681515,3.198492599,-8.4,-10.9,494.489,5.111
Cc1ccc(C(=O)Nc2cn3ncnc3c(CN3CCN(C(=O)CCC(C)C)C(C)C3)c2C)cn1,0.55992823,3.34576627,-8.9,-10.4,477.613,3.46234
Cc1cnc(NC(=O)c2cc(F)c(-n3nc4n(c3=O)CCCC4)cc2OC(C)C2CCCCC2)c(C)n1,0.52525251,3.531622653,-9.3,-10.2,508.598,4.51614
CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(-c3cc(Cl)ccc3Cl)cc2)cc1,0.531350209,1.963148682,-8.5,-12.5,448.371,5.6352
Cn1cncc1C(O)(c1ccc(C(F)(F)F)nc1)c1ccc2nc(Cl)c(Cl)c(-c3ccccc3)c2c1,0.265361711,3.418614636,-9.2,-6.5,529.349,6.6401
CCN(C)c1nn(-c2cc(OC(C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3F)cc2F)c(=O)n1C,0.479149763,3.506556334,-8.5,-10.4,517.43,4.0263
CCc1ccc(N(CC(C)C)S(=O)(=O)c2ccc(NCC(O)CO)c(S(C)(=O)=O)c2)cc1,0.446872126,2.994960341,-7,-8.4,484.64,2.2689
CC(Oc1cc(-n2nc3n(c2=O)CCCC3)c(Cl)cc1C(=O)Nc1c(F)cccc1Cl)C(F)(F)F,0.446132636,3.388156076,-8.5,-9.7,533.309,5.3981
CC(C)(OC(=O)Nc1ccc2c(c1)N(S(=O)(=O)c1cccc(C(F)(F)F)c1)CC(CCO)O2)C(F)(F)F,0.489154135,3.354088827,-7.1,-9.6,556.481,4.9335
CC(CO)(CO)c1nnc(CC2CCc3cc(C(O)(C(F)(F)F)C(F)(F)F)ccc3N2S(=O)(=O)c2ccc(F)cc2)o1,0.323096224,3.864698999,-8.8,-9.6,627.535,3.516
Cc1cc(C(=O)O)c2nc(-c3c(F)c(F)c(-c4ccc(F)cc4)c(F)c3F)[nH]c2c1,0.336328389,2.683975909,-9.4,-12.2,418.321,5.59902
Cc1nc2c(C(=O)OC3(C)C(=O)C(C#N)C3)cc(-c3ccccc3Cl)cc2[nH]1,0.671840216,3.802778986,-8.9,-12.7,393.83,4.2198
Cc1cc(C(F)(F)F)cc2c1cc(C(=O)c1c(Cl)ccc(C(=O)N3CC4C(C3)C4C(=O)O)c1Cl)n2C,0.44795046,3.765169093,-8.5,-11.1,539.337,5.44592
COC(=O)Cc1cnc2c(-c3ccc(C(=O)O)cc3F)nn(C(=O)c3c(Cl)cccc3COC)c2c1,0.367458212,2.887066033,-7.5,-11.3,511.893,4.1394
O=C(Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1)C1NCc2cc(S(=O)(=O)C3CC3)ccc21,0.53562209,3.381309015,-8.3,-12.6,508.44,3.7179
O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,0.205955668,3.166863397,-7.7,-6.9,596.511,7.8838
Cn1c(Cc2c(Cl)ccc(C(=O)N3CCC(C(=O)O)CC3)c2Cl)cc2ccc(C(F)(F)F)cc21,0.463579918,2.721591018,-8.7,-10,513.343,6.0315
Cc1ccc(-c2ccc(-c3nc(C(=O)O)c4cc(F)ccc4c3C)cc2)c(Cl)n1,0.419145765,2.474305947,-8.5,-9.6,406.844,6.07134
CCCC(C)N(N=Cc1ccccc1C(=O)O)c1nc(-c2ccccc2Cl)c(C)s1,0.319776778,3.238951829,-7.6,-9.7,441.984,6.49922
CCS(=O)(=O)c1ccc(C(NC(=O)CN2CCOCC2)C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1,0.372770532,3.215535807,-7.7,-12.4,611.561,2.9206
CC(=O)N1CCN(C(=O)C2CCC3(S(=O)(=O)c4ccc(F)cc4)c4ccc(C(F)(C(F)(F)F)C(F)(F)F)cc4CCC23)CC1,0.325690429,4.181660654,-9.8,-6.9,652.604,5.4474
Cc1ccc(OC(c2cccc(C3(S(=O)(=O)c4ccc(F)cc4)CCCC3)c2)C2CC2)c(C)c1,0.336884846,3.135892817,-8.2,-10,478.629,7.21584
CCC(=O)C(C#N)C(=O)Nc1ccc(-c2ccccc2Cl)c(C(=O)OC)c1,0.602307235,2.765441923,-7.1,-9.2,384.819,3.85098
CC(Oc1cc(-n2nc3n(c2=O)CCOC3)c(F)cc1C(=O)Nc1c(F)cccc1Cl)C(F)(F)F,0.514455466,3.529246941,-8.7,-10.8,518.826,4.0777
CC(C)(C)OC(=O)N1CCC(c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1,0.185252998,3.822300495,-8.1,-6.9,697.616,7.9506
COCCOc1sc(C2CC2)nc1S(=O)(=O)Nc1ccc(C(C)C)cc1,0.649080178,2.669183336,-6.8,-10.5,396.534,3.9699
Cc1ccccc1-c1ccc(-c2cc(C(N)=O)c3c(c2)nnn3C)cc1,0.616632976,2.330297681,-8.8,-12.2,342.402,3.70962
CN1CC(C(=O)NC2CCC3(S(=O)(=O)c4ccc(F)cc4)c4ccc(C(F)(C(F)(F)F)C(F)(F)F)cc4CCC23)OC1=O,0.364040311,4.553505888,-9.6,-9.6,640.549,5.0759
CC(=O)N(C)C1CC(O)(c2ccc(C(F)(C(F)(F)F)C(F)(F)F)cc2)C(C(=O)Nc2ccc(C(F)(F)F)cc2)O1,0.456817538,4.229572194,-7.9,-10.2,590.414,5.4144
CC(Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1cc(F)ccc1C#N)C(F)(F)F,0.524287204,3.43176088,-9.2,-11.7,507.419,4.10208
CC(Oc1cc(-n2nc3n(c2=O)CCS3)c(F)cc1C(=O)Nc1c(F)cccc1Cl)C(F)(F)F,0.495454776,3.552631062,-8.7,-10.8,520.867,4.6532
CC(=O)N1CCN(C(=O)N2CCC(c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,0.41218832,3.565744608,-8.7,-6.3,625.563,3.7969
CCCC(C)Oc1cc(-n2nc(C(C)O)n(C)c2=O)c(F)cc1C(=O)Nc1c(C)ccnc1OC,0.475106588,3.760548351,-7.9,-10.3,487.532,3.29512
CCC(=O)C(C#N)C(=O)Nc1ccc(-c2cccnc2)c(C(=O)OC)c1,0.632684329,2.835117176,-7.6,-10,351.362,2.59258
