smiles,qed,sas,weight,logP,ror,dhodh
C[N+]1(CCCCC1)CCc1c(ccc(C(=O)Nc2ccc(cc2)-n2nc3CCCn3c2=O)c1)C,0.570374426,2.881492081,460.602,3.71392,-10.8,-11
[n+]1(ccc(C[N+]2(C)CCCCC2)cc1)Cc1ccc(-n2c(n(C)c(CO)n2)=O)cc1,0.496115385,3.198826448,409.534,1.5296,-10.2,-10.9
C(NC(=O)c1ccc(CN2CCn3c(nn(C)c3=O)C2)cc1)Cc1cc[n+](C2CCCCC2)cc1,0.532594877,3.052296868,475.617,2.3628,-11,-12.5
c12c(C(=O)Nc3ccccc3C(Nc3c(C)cc[n+](c3)C)=O)c(n(C(C)C)c2C(C)CCC1)C,0.498037644,3.460981054,459.614,5.45474,-9.4,-7.5
C[N+]1(CCCc2c(cccc2)C1)CC(=O)Nc1ccc(-n2nc3CCCCn3c2=O)cc1,0.644841483,3.344596327,432.548,2.9018,-10,-11.6
c1c[n+](ccc1C[N+]1(CCC(CC1)c1cccc(-n2nc3CCCCn3c2=O)c1)C)C,0.48213988,3.315351396,419.573,2.719,-10.7,-9.6
[N+]1(CCCCC1)(Cc1ccc(C(=O)NCc2nn(c(=O)n2C)Cc2ccccc2)cc1)C,0.581580868,2.66928415,434.564,2.6906,-9.9,-12.3
C1C(=Cc2ccc(OCC(=O)N3CCC(CC3)C(CC(NO)=O)C(=O)Cn3nc4CCCn4c3=O)cc2)CC(CCC1)C,0.24495867,4.002300309,593.725,3.373,-11.4,-8.9
C1(NC(=O)c2cc[n+](cc2)C)CCC(CC1)(c1ccccc1)c1nn(C)c(=O)n1C,0.669241233,2.994192947,406.51,1.602,-7.7,-7.1
c1(c[n+](CCCN2CCC(CC2)c2ccccc2)c(-n2nc(n(c2=O)C)C)cc1)C#N,0.577308619,3.056498518,417.537,2.3083,-9.7,-10.5
N(c1cccc(-n2nc3n(CCC3)c2=O)c1)C(=O)c1cc[n+](C2CC[N+](C)(CC2)C)cc1,0.503850478,3.382245187,434.544,1.9313,-10.8,-11.6
c1c(CC(N2CCOCC2)=O)c(ccc1F)C(=O)N1CCC(CC1)n1c(=O)n(nc1C)C(F)F,0.649574231,2.892449594,481.475,1.76602,-9.8,-10.7
O=C(NC1CC[N+](C)(C)CC1)c1ccc2-n3c(CC(=O)c2c1)nn(C1CC1)c3=O,0.786899383,3.299343554,396.471,1.0763,-9.7,-10.6
c1ccc[n+](CC2(CCCCCC2)[n+]2cccc(c2)NC(c2nn(c(=O)n2C)C)=O)c1,0.502253483,3.669167489,422.533,1.6958,-9.7,-8.9
Fc1ccc(Cc2nn(CC=C3CCC(CC3)C(=O)O)c(n2C)=O)cc1CCc1ccccc1,0.5055977,2.886156033,463.553,4.2981,-11.4,-13
[n+]1(CC2CC[N+](C)(CC2)CC(Nc2ccc[n+](c2)-n2c(nn(c2=O)C)C)=O)ccccc1,0.443509807,3.895563771,438.556,0.27192,-11.4,-11.3
[n+]1(CC2CCCCC2)ccc(cc1)C(Nc1c(-n2c(n3CCCc3n2)=O)c(ccc1)CC)=O,0.587530577,3.044042488,446.575,3.6627,-9.9,-10.4
c1(C[N+]2(C)CCCCC2)ccc(cc1)C(=O)Nc1cccc(-n2nc(O)n(C)c2=O)c1,0.618928165,2.809986046,422.509,2.6594,-10.9,-12.4
C[N+](CCNC(c1ccc2CCCN(C(C3CC3)=O)c2c1)=O)(C)Cc1nn(c(=O)n1C)C1CC1,0.597694277,3.116320536,467.594,1.6123,-10.1,-11
c1(-n2c(n3CCCCc3n2)=O)ccc(cc1)C1CN(CC1)C(=O)C(c1c(OC)ccc(c1)C(=O)N)C,0.572003042,3.505467082,489.576,2.5974,-9.5,-7.5
C1CC(CCC1F)C(NC1CCN(CC1)C(C1(C)Cc2c(CC1)ccc(c2)NC(C1Cc2nn(c(=O)n2CC1)CO)=O)=O)=O,0.459173112,4.097629355,610.731,2.3262,-11,-8.5
c1(CN)ccc2CCCC(C(C)(c3n(C4CC4)c(n(-c4c(cccc4)Cl)n3)=O)Cc3ccccc3)c2c1,0.325052212,3.706467158,513.085,6.1015,-8.6,-6.7
[n+]1(ccccc1C1CC[N+](C)(Cc2n(c(=O)n(Cc3ccc(F)cc3)n2)C)CC1)C,0.476886761,3.291740277,411.525,2.1179,-9.6,-9.1
[n+]1(ccccc1NC(c1cccc(-n2nc3CCCCn3c2=O)[n+]1CC1CC1)=O)C,0.645961679,3.626178326,406.49,1.1446,-9.1,-10.5
[n+]1(CC2CC[N+](CC2)(C)C)cccc(c1)NC(c1ccc(-n2c(=O)n3CCCc3n2)cc1)=O,0.479439173,3.278672624,448.571,2.0064,-10.8,-11.8
c1cccc(N2CCC(C(O)COc3nn(c(n3CC)=O)-c3ccccc3F)CC2)c1C,0.611135937,3.152130747,440.519,3.15772,-10.4,-10.5
[n+]1(C)cccc(c1)NC(c1ccc(C2CC[N+](C)(CC2)C)cc1-n1c(=O)n2c(CCC2)n1)=O,0.490288856,3.373889818,448.571,2.0108,-8,-10.3
N(C(=O)CC1CCCCC1)CCC(=O)Nc1cc(c(cc1)-n1nc2n(c1=O)CCCC2)CC1CCCC1,0.521471452,2.80083797,507.679,4.5182,-11,-13.7
[n+]1(CC2CC[N+](C)(CC2)C)ccc(cc1)NC(=O)c1cccc(-n2c(n3c(n2)CCC3)=O)c1,0.479439173,3.296832948,448.571,2.0064,-10.5,-11.8
[n+]1(CC2CCCCC2)cccc(-n2c(=O)n(nc2C(Nc2cc(ccc2)CO)=O)C)c1,0.595756451,3.06179895,422.509,2.1834,-10,-11.1
c12CCCCc2ccc(C(NC(C)c2nn(CC(=O)O)c(=O)n2-c2ccccc2)=O)c1,0.637296503,2.863527229,420.469,2.4884,-10.3,-11
OC1c2cc(ccc2CC1)C(N1CCC(c2c(-n3nc4CCCCn4c3=O)cccc2)(CC1)C)=O,0.63236321,3.450798398,472.589,3.5438,-9.4,-7.6
C1CCN(C1Cc1ccccc1F)C(Cn1c(nn(c1=O)C)C(F)(F)F)=O,0.755346183,3.100631112,386.349,1.9734,-9.9,-9.7
[n+]1(C2CCCCC2)[n+](CCC(Nc2ccc(cc2)-n2nc3CCCn3c2=O)=O)cccc1,0.603833257,3.35941117,434.544,2.0892,-10.4,-11.2
C1(c2ccccc2)CC[N+](Cc2ccc(C(Nc3c(-n4nc5n(CCC5)c4=O)cccc3)=O)cc2)(CC1)C,0.382132229,2.883359668,508.646,4.7567,-12.2,-8.9
O=c1n(nc(n1C)C(NCCc1c(CNC(C[n+]2ccccc2)=O)cccc1)=O)CCC,0.452865968,2.861429536,437.524,0.5682,-10,-11.4
[n+]1(C)cccc(c1)C1CCC(CC1)NC(=O)c1ccc(-n2nc3n(c2=O)CCC3)cc1,0.660871498,2.825103704,418.521,2.2609,-8.3,-6.8
C1C[N+](CCC1CCc1ccc(C(=O)NC(C(O)=O)c2nn(c(n2C)=O)C)cc1)(C)C,0.639954685,3.483396639,430.529,1.0935,-10.8,-10.5
c1(NC(c2c[n+](ccc2)C)=O)c(cc(cc1)-n1nc2n(CCOC2)c1=O)C(NC)=O,0.589580438,2.978957291,409.426,0.0006,-8.6,-12.8
c1(nn(C2CCC(C(=O)Nc3ccccc3C3=CC=CC3)CC2)c(n1C)=O)C(=O)NCC,0.728671137,3.023368674,435.528,3.0448,-9.5,-11.3
c1c(C[N+]2(CCC(CC2)Cc2ccccc2)C)ccc(C(=O)Nn2c(=O)n(C)c(C)n2)c1,0.606826041,3.013671802,434.564,2.87342,-11.2,-11.7
S(c1nn(C)c(=O)n1CC)CC(=O)Nc1ccc(NC(=O)C[n+]2cc(F)ccc2C)cc1,0.394486659,2.863650939,459.527,1.70622,-9.1,-11.8
[n+]1(CC2CCCCC2)ccccc1NC(c1cc(-n2c(nn(C)c2=O)C)ccc1)=O,0.662270469,2.913869382,406.51,2.99952,-10.1,-11.2
Fc1cc(C(OCC(NC(=O)c2ccc(cc2)C)c2nn(c(=O)n2C)C)=O)ccc1Cl,0.587011612,2.962424512,446.866,2.54782,-9.7,-12.2
c1(CN2CCC(CCc3ccc[n+](C)c3)CC2)nn(c(=O)n1CC(=O)O)-c1ccc(F)cc1,0.526091735,2.822073451,454.526,1.927,-10.1,-10.7
C1c2c(c(-n3nc(n(CC)c3=O)C(F)(F)F)ncc2)N(C(=O)C1Cc1ccccc1)Cc1ccccc1,0.387554092,3.345861334,507.516,4.4159,-8.5,-9.2
C(c1ccc(NC(=O)N2CCC(CC2)Cn2c(n3c(CCCC3)n2)=O)cc1)C[N+]1(C)CCCCC1,0.642192808,2.951927185,481.665,3.4982,-10.5,-10.3
[n+]1(C2CC2)ccc(cc1)C(Nc1ccc(C[N+](C)(Cc2nn(C)c(=O)n2C)C)cc1)=O,0.46594972,3.264226065,422.533,1.7701,-9.8,-10.7
c1cc(C2N(CCC2)C)c(F)cc1NC(c1nccc(c1)-n1nc(C(C)C(F)(F)F)n(c1=O)C)=O,0.548218967,3.736666089,492.477,3.7899,-11.2,-12.8
C1CN(C(=O)C2CCCCC2)CCC1n1c(nn(-c2ccc(CNC)c(F)c2)c1=O)Br,0.692067402,2.777608074,494.409,3.3988,-10.1,-9.5
[n+]1(CC2CC2)[n+](C)cc(cc1)C(Nc1[n+](cccc1)-n1nc2n(CCCC2)c1=O)=O,0.591737684,4.02705668,408.486,-0.2457,-9.2,-12
C1C(C1)Oc1c(CCCc2cc[n+](c(c2)C)C2CCC2)cc(c(c1)-n1nc2CCCn2c1=O)F,0.471692188,3.378049927,463.577,4.15672,-10.6,-11.4
COc1ccc(cc1-n1nc2CCCCCn2c1=O)CCC1(C(=O)CCC)CCC(NCc2ccccc2)CC1,0.330651771,3.032132085,544.74,5.7896,-10.9,-10
[n+]1(C2CCCCC2)ccc(cc1)C(=O)Nc1cccc(-n2c(=O)n3CCCCc3n2)c1,0.660140589,2.948482909,418.521,3.4153,-12.1,-11
C1(CCn2c(n3CCCCc3n2)=O)CCC(CC1)CC(NC1CCN(c2ccc(cc2)F)CC1)=O,0.648617408,2.685923565,483.632,3.892,-11,-10.1
O=C(Nc1cc2C(=O)c3ccccc3-c2c(F)c1)Nc1ccccc1-n1c(=O)n(C)nc1CC,0.424073475,2.657470996,457.465,4.1279,-11.1,-11.1
C1N(C(c2c[n+](CCC)c(F)cc2C2CC2)=O)CCC(C1)c1nn(C)c(n1C1CCCCC1)=O,0.476301952,3.27941715,470.613,3.8208,-9.7,-5.7
C1c2c(ccc(-n3c(=O)n(c(C4CC4)n3)Cc3c(cccc3Cl)F)c2)CN(C(C(C)C)=O)C1,0.5608147,2.73384556,468.96,4.2929,-10.2,-12.9
c1(ccc(NC(C2CCCCC2)=O)cc1-n1c(=O)n(NC(C2CCCCC2)=O)c(CO)n1)OC,0.56976698,2.731266104,471.558,2.7041,-10.3,-9.6
[n+]1(CC2CC[N+](CC2)(C)C)ccc(cc1)C(Nc1ccccc1-n1nc2n(c1=O)CCCC2)=O,0.467536929,3.291112176,462.598,2.3965,-10.5,-11.1
C1CCC(C(NC2CCC(CC2)c2n(c(=O)n(-c3c(NC(=O)c4c(cc(C#N)cc4F)F)cc(cc3)F)n2)CC)=O)CC1C(F)(F)F,0.296144418,3.951587987,662.635,6.10628,-9.3,-7.6
c1[n+](C2CCCCC2)ccc(c1)NC(c1c(cc[n+](CCn2c(=O)n3CCCc3n2)c1)Cl)=O,0.56492724,3.464101622,468.989,2.6771,-11.6,-13.2
c1[n+](CC2CC[N+](C)(C)CC2)ccc(C(=O)Nc2c(cccc2)-n2nc3n(CCC3)c2=O)c1,0.479439173,3.302410762,448.571,2.0064,-10.1,-10.9
c1(C[N+]2(C)CCCCC2)ccc(cc1)C(=O)NCc1ccccc1-n1c(=O)n(C)c(n1)C,0.606761319,2.786056248,434.564,2.93992,-10.6,-11.5
c1c(ccc(NC(=O)C(OC(C)C)=O)c1)C(=O)N1CCC(n2c(nn(C)c2=O)OC(C)C)CC1,0.500379375,2.787857519,473.53,1.7364,-9.4,-11.4
c1c[n+](ccc1C(NCc1c(Br)cccc1)=O)CC1CCC(n2c(=O)n3CCCc3n2)C1,0.532682245,3.769616482,497.417,3.0124,-11,-12.7
c12c(ccc(OC)c2)CCC(C1Oc1cc(C(Nc2n(c(n(C)n2)=O)C2CC2)=O)c(cc1)F)O,0.576171787,3.648002425,468.485,2.7439,-9.6,-11.2
c1(C[N+]2(CCCCC2)C)ccc(cc1)NC(c1ccc(Cn2nc3n(CCCC3)c2=O)cc1)=O,0.568963621,2.696508365,460.602,3.8122,-10.7,-12.4
c12CC[N+](C)(C)Cc1cc(NC(c1cc(Cc3nn(C)c(n3C3CC3)=O)ccc1)=O)cc2,0.630616585,2.939426358,432.548,2.8923,-10.7,-12.8
c1[n+](C2CCCCC[N+](C)(C)C2)ccc(NC(=O)c2cccc(c2)-n2nc(C)n(C)c2=O)c1,0.490619453,3.752422032,450.587,2.61072,-9.6,-12.2
[N+]1(C)(C)CCC(CC1)C[n+]1ccccc1NC(=O)c1cccc(-n2c(=O)n(C)nc2O)c1,0.463991364,3.479358665,438.532,1.3028,-10.4,-10.9
C[N+]1(CCCCCC1)CCCc1ccc[n+](c1)CC(Nc1ccc(cc1)-n1c(n(C)nc1C)=O)=O,0.399758031,3.130850063,478.641,2.75882,-11.8,-10.6
C1CC(c2cn3c(n(nc3nc2C(F)(F)F)-c2nn(C)c(n2C2CC2)=O)=O)CC1,0.657751214,3.478810883,409.372,1.7867,-10.6,-7.9
C(CC(C(C)C)NC(=O)C(F)(F)F)(NC(=O)c1c(cccc1)-n1c(n(C(C)C)nc1CC)=O)=O,0.598902012,3.411259548,483.491,2.5269,-8.5,-8.7
c1c(C(Nc2cc(ccc2CN2CCC(C2)=O)F)=O)cc(Cl)cc1Cn1c(=O)n(C)nc1C,0.596829638,2.7360775,471.92,2.75812,-10.8,-11.3
c1c(C2CC[N+](CC2)(C)C)cccc1C(=O)Nc1cc(-n2nc3CCCn3c2=O)ccc1,0.644069671,2.878973615,432.548,3.1863,-11.5,-10.7
c1(C2CC[N+](CC2)(C)C)ccccc1CNC(Cn1c(=O)n2CCc3ccccc3-c2n1)=O,0.612694802,2.980401693,446.575,2.5381,-11.5,-11.3
[n+]1(cc(ccc1)CC1CCC(C[n+]2cc(ccc2)-n2nc3CCCn3c2=O)CC1)C,0.610884718,3.445715117,405.546,2.1413,-10.4,-13.4
O=C(c1cc2CCN(Cc2cc1CNC(c1ccc(C)cc1)=O)C)NCc1n(c(=O)n(C)n1)C,0.574736613,2.701465951,462.554,1.27512,-11,-13.1
[N+]1(Cc2ccc(c(c2)F)NC(=O)C2CCn3c(CC2)nn(-c2ccccc2)c3=O)(C)CC1,0.49402501,3.230067856,436.511,2.7245,-11.2,-10.1
O=c1n2CN(C(=O)Cc2nn1-c1cccc(c1)CN1C(=O)c2c(CC1)cccc2)C,0.6583625,2.895891922,403.442,1.2045,-11.2,-11.9
[n+]1(C2CC[N+](CC2)(C)C)cccc(c1)C(=O)Nc1cccc(-n2c(n3c(CCCC3)n2)=O)c1,0.491867463,3.34114647,448.571,2.3214,-11.1,-9.9
C1CCOC1(C(C)(C)C)c1n(c(=O)n(n1)-c1cc(c(C(O)=O)cc1)NC(=O)C1CCN(CC1)C(=O)OC)C,0.601483079,3.594732973,529.594,2.7379,-10.5,-6.4
c1[n+](CC2CC[N+](CC2)(C)C)ccc(C(Nc2c(cccc2)-n2nc3CCCn3c2=O)=O)c1,0.479439173,3.302410762,448.571,2.0064,-11.2,-10.6
[n+]1(C2CCCCC2)c[n+](ccc1)CC(Nc1cc[n+](-n2nc3CCCn3c2=O)cc1)=O,0.601225231,3.924200069,422.513,0.3088,-10.5,-12
c1[n+](ccc(c1)C[N+]1(C)CCC(CC1)c1ccc(-n2nc3n(CCCC3)c2=O)cc1)C,0.48213988,3.255499088,419.573,2.719,-11.3,-11.1
c1ccc(CC[N+]2(C)CCCCCC2)cc1NC(c1ccc(-n2nc3CCCn3c2=O)cc1)=O,0.569218352,2.802249624,460.602,3.7956,-10.8,-12.9
N1(CC=C(CC1)c1c(F)cccc1-n1nc2CCCCn2c1=O)C(=O)Nc1c(OC)cc(cc1)C1CCCCC1,0.433780803,3.024874791,545.659,5.8869,-10.5,-6.6
N1(CCC(CC1)C(c1cccc(c1)C(=O)Nc1ccc(cc1C)C)n1nc2CCCCn2c1=O)C(CC)=O,0.523982042,3.293905704,515.658,4.48824,-8.3,-8.3
C1C(C1)C1CC[N+](CC1)(CCn1c(nn(-c2cc(ccc2)F)c1=O)-c1ccccc1)C,0.562262682,2.844874836,421.54,4.1067,-10.6,-12.2
[n+]1(C2CCCCC2)cc(c(cc1)CC(Nc1c(-n2nc3CCCn3c2=O)cccc1)=O)C,0.62922558,3.136485812,432.548,3.26252,-10.7,-14.4
C[N+]1(CCC(CC1)C[n+]1cccc(c1)C(Nc1cccc(-n2c(n3c(n2)CCC3)=O)c1)=O)C,0.479439173,3.295464365,448.571,2.0064,-11.1,-11.7
O=C1CC(N1c1cccc(c1)C(NCCn1c(n2c(n1)CCC2)=O)=O)CC1CCC(CC1)C,0.655806336,3.284901201,451.571,2.7427,-10.8,-12.3
c1(ccc(C(=O)Nc2ccccc2OCC2CC[N+](C)(C)CC2)cc1)-n1c(=O)n(nc1C)C,0.585920325,2.769601343,450.563,2.99692,-10.9,-12.2
[n+]1(C2CCCC2)cccc(c1)C(=O)Nc1cc(Cn2nc3CCCCCCn3c2=O)c(cc1)F,0.580302453,2.967256617,464.565,4.0036,-12.4,-12.2
C(C1CCC1)(=O)NC(c1nn(c(=O)n1C)Cc1ccccc1C)C(=O)Nc1c(cccc1)C[N+]1(CCCC1)C,0.414307107,3.532865518,531.681,3.27502,-9.9,-6.5
c1(C2=CN(CCC2)C(=O)c2ccc[n+](c2)C)cccc(c1)-n1nc2CCCn2c1=O,0.630415258,3.182520187,402.478,2.0818,-11.4,-10.5
C(=CC)C(CC(NC(c1ccc(cc1)S(=O)(=O)N1CCN(C(CC)=O)CC1)=O)CC(C)=O)C,0.521880577,3.390453552,477.627,2.6093,-9.3,-12.1
c1c2c(NC(C(C(CC(C)C)c3ccc(c(-n4c(=O)n(C)nc4C)c3)F)C)=O)cc(cc2ccc1)F,0.359043756,3.599206119,492.57,5.71532,-11.6,-9.2
[n+]1(CC2CC[N+](C)(CC2)C)cc(ccc1)C(Nc1cccc(-n2c(nn(c2=O)C)C)c1)=O,0.490560409,3.246561742,436.56,1.90562,-10.8,-12.3
c1[n+](CC2CC[N+](C)(CC2)C)cccc1C(=O)Nc1cc(-n2c(=O)n3CCCc3n2)ccc1,0.479439173,3.295464365,448.571,2.0064,-10.7,-12.6
C(c1ccc(c(F)c1)NC(=O)c1n(c(n(n1)CC)=O)C(C)C)(=O)NC(C1CCCCC1)c1ccccc1,0.44384358,3.180741879,507.61,5.0884,-9.5,-9.9
O=c1n(nc2n1cc(C(=O)Nc1ccccc1C(F)(F)F)cc2C1CC[N+](C)(C)CC1)C,0.625796729,3.127615239,448.469,3.2579,-10.6,-9.8
[n+]1(CC2CCCCC2)ccccc1NC(=O)c1cc(-n2c(n3c(CCCCC3)n2)=O)cc[n+]1C,0.592594156,3.484090183,462.598,2.705,-11.1,-12.5
c1cc(NC(c2ccc(c(C(F)(F)F)c2)CC(=O)OC)=O)cc(-n2nc3n(CCCC3)c2=O)c1F,0.434736825,2.721946418,492.429,3.496,-11.4,-11.7
CC(=O)Nc1cc(c(cc1OC(C)C)C(=O)NC(CC1CC1)C(O)=O)-n1nc2CCCCn2c1=O,0.493176035,3.324051268,485.541,2.099,-8.5,-9.5
c1c(CCC[N+]2(C)CCCC2)ccc(c1)C(=O)Nc1ccccc1-n1c(nn(C)c1=O)C,0.580332972,2.772342469,434.564,3.30472,-9.7,-11
C(C1CCN(C(=O)C)CC1)(=O)Nc1cc(c(F)cc1)C(c1c(cccc1)F)(Cn1c(n2c(n1)CCCC2)=O)C,0.517306436,3.384592092,537.611,3.8625,-10.7,-10.3
O=C(O)c1nn(-c2ccc(cc2)C2CCN(C2)C(=O)C(Cc2cc(F)ccc2)N)c(n1C)=O,0.579884518,3.368769304,453.474,1.2942,-10.8,-11.2
[n+]1(ccccc1C1CCC(CC1)C[n+]1c[n+](CCCn2nc3CCCn3c2=O)ccc1)C,0.527803196,3.71065716,435.596,1.4548,-11.1,-11.7
[n+]1(ccc(cc1)C1CC[N+](CC1)(Cc1ccc(-n2nc3n(c2=O)CCC3)cc1)C)C,0.493978616,3.294592866,405.546,2.3289,-10.6,-9.3
c1cccc(NC(=O)c2ccc[n+](CC3CCCCC3)[n+]2C)c1-n1nc2CCCCn2c1=O,0.608854113,3.354258353,448.571,2.3149,-10.7,-13.4
c1c(c(C(=O)NC(=O)C(Cl)(Cl)Cl)ccc1-c1c(cc(cc1)OC)OC)C(=O)Nc1nn(c(=O)n1C)C,0.446013684,2.90609002,556.79,2.6819,-9.7,-12.2
O=C(C1CCN(C(=O)c2cc[n+](cc2)CC)CC1)Nc1n(C2CC2)c(n(n1)C1CCC1)=O,0.696055795,3.012003281,439.54,1.903,-10,-11.9
N1(C(c2cc(c(cc2C(F)(F)F)-n2c(=O)n3CCCc3n2)OC)=O)c2c(CC1)cc(F)cc2,0.560257906,2.865048403,462.403,3.3496,-10.1,-6.6
C(c1cc(ccc1NC(C1CCCC1)=O)CCC(=O)CC#N)(=O)N1C(=O)c2c(CC1)cc(-n1nc3CCCCn3c1=O)cc2,0.390774248,3.172752831,594.672,3.75308,-8.5,-9.9
Cc1c2C(N(C(c3c(OC)cc(c(c3)Cl)C3CC3)=O)Cc2ccc1)C(Nc1nn(cc1)C)=O,0.598130497,3.300876558,464.953,4.60372,-7.3,-6.1
[n+]1(ccc[n+]([n+]1CC1CCCCC1)Cc1ccc(C(Nc2nn(C)c(n2C)=O)=O)cc1)C,0.566002976,3.61274771,438.556,0.3992,-8.9,-11.6
[N+]1(C)(CCC(CC1)C[n+]1ccccc1NC(c1ccc(cc1)-n1c(=O)n2CCCCc2n1)=O)C,0.467536929,3.36058172,462.598,2.3965,-10.2,-11.3
c1c(cc(C[N+]2(C)CCCCC2)cc1)C(Nc1ccc(cc1)-n1nc(C)n(CC)c1=O)=O,0.601063574,2.694764447,434.564,3.74512,-10.2,-11.2
c1(C2CC[N+](C)(CC2)C)ccc(cc1)C(Nc1cc2c(CCCC2)cc1-n1nc(C)n(c1=O)C)=O,0.582139052,3.041722454,474.629,3.96432,-10.1,-11.1
[n+]1(CC2CC[N+](CC2)(C)C)cccc(C(=O)Nc2ccccc2-n2c(n(C)nc2C)=O)c1,0.490560409,3.297589435,436.56,1.90562,-9.5,-9.2
O=S(=O)(Cc1c(C(=O)Nc2ccc3CCCc3c2)cc(-n2c(n3c(CCCC3)n2)=O)cc1)C1CCCCC1,0.50627728,2.935786456,534.682,4.3588,-12,-11.6
c1cc(Cl)c(cc1C(=O)NS(=O)(=O)c1ccccc1)-n1c(n2c(CN(CC2)C(=O)C2CCCCC2)n1)=O,0.527569013,2.726278263,544.033,2.7286,-12.3,-12
n1(Cc2n(c(=O)n(n2)-c2cc(F)cc(OC(C)C)c2OCC)CC(N2CCCCC2)=O)c(C)nn(C)c1=O,0.411771547,3.144070912,531.589,1.62342,-9.8,-9
[N+]1(C)(CCC(CC1)C(Nc1ccccc1CC[n+]1ccc(cc1)-n1c(C)nn(C)c1=O)=O)C,0.460116175,3.248365611,450.587,1.83452,-11.1,-11.7
c1(n(nc(C(=O)Nc2ccc(C3CC[N+](CC3)(C)C)cc2)n1C)-c1ccn(C)n1)=O,0.660833471,3.217452055,410.502,1.5106,-9,-8.9
c12COCCCN(Cc1cccc2-n1nc(CCNC(=O)c2ccc(cc2)F)n(c1=O)C)C,0.639541074,3.164767521,453.518,2.0347,-10.5,-12
OC1(CC1)c1ccc(c(c1)C(F)(F)F)C(NCC(c1c(cc2CCCCc2c1)-n1c(=O)n2CCCCc2n1)=O)=O,0.450469687,3.222224047,554.569,3.862,-11.4,-13.5
c1(C(=O)NC2CC2)ccc(-n2nc3n(CCCC3=CNC(c3ccccc3)C)c2=O)cc1,0.629291613,3.124757288,429.524,3.4117,-10.5,-12.5
C1CC1n1c(n(CC)nc1-c1ccc(CN2CCC(CC2)C(=O)Nc2ccc3CCCCc3c2)cc1)=O,0.507124643,2.531430589,499.659,4.7961,-10,-11
[n+]1(CC2CC[N+](C)(C)CC2)ccc(cc1)C(Nc1ccc(-n2nc(n(C)c2=O)C)cc1)=O,0.490560409,3.191949435,436.56,1.90562,-10.1,-9.4
[N+]1(C2CC(CCC2)C[n+]2c(cccc2)NC(c2nn(C)c(=O)n2C2CC2)=O)(CC1)C,0.443740743,4.427597418,412.538,1.4755,-9.1,-9.4
C1CN(C2c3c(cc(c(c3)N3CCC(C(OC)=O)N(CCC(N)=O)C3=O)F)CCC2)C(c2n1nc(CC)n2)=O,0.524044069,4.057857165,541.584,1.5621,-8,-6.6
c1[n+](C2CC[N+](C)(C)CC2)cccc1NC(Cn1c(n2c(n1)-c1c(cccc1)CC2)=O)=O,0.500917081,3.429102378,434.544,1.6054,-11.2,-10.1
c1(cc(ccc1C(NC1CCCCC1)=O)-n1nc2CCCCn2c1=O)C(=O)NC1CCN(CC1)C,0.683715119,2.701072631,480.613,2.2568,-10,-11
OC(Cc1cc(ccc1NC(c1ccccc1)=O)-n1c(n2c(n1)CCCC2)=O)C(=O)O,0.554032133,3.006133173,422.441,1.6106,-9.4,-9.8
C[N+]1(CCN(C(C2CC[N+](C)(CC2)CCc2nn(c(=O)n2C2CCCCC2)C)=O)CC1)C,0.640139183,3.574237127,448.656,1.4047,-10.3,-7.2
N(C(=O)c1ccccc1C1CCCCC=1C(CC(F)(F)F)=O)Cn1nc(n(C2CC2)c1=O)O,0.654024871,3.274516616,464.444,3.3219,-9.7,-10.8
[n+]1(C2CCCCC2)ccc(NC(=O)c2ccc(c(c2)OC(C)C)-n2c(n3CCCc3n2)=O)cc1,0.564987562,3.131730229,462.574,3.8124,-8.1,-6.1
C1C([N+]2(C)CCC(CC2)C)CCC(C1)C(=O)Nc1c(cc(c(F)c1)F)-n1c(=O)n2CCCc2n1,0.688417017,3.328439746,474.576,3.6322,-10.1,-6.7
C[N+]1(CCC(CC1)(Cc1cccc(NC(Cn2c(n3c(CCCC3)n2)=O)=O)c1)C1CC1)C,0.705437995,3.183982537,438.596,2.8289,-11.2,-11.2
[N+]1(CCCC1)(Cc1ccc(cc1)C(=O)Nc1ccc(-n2c(C)nn(C)c2=O)cc1)C,0.662706617,2.653072585,406.51,2.87212,-8.8,-9.6
[n+]1(cccc(c1)CC[N+]1(CCC(n2nc3n(CCCC3)c2=O)CC1)Cc1ccccc1)C,0.443249396,3.392208878,433.6,2.8002,-8.1,-9
c1(cc[n+](C2CCCC2)cc1NC(c1ccc(cc1)-n1nc2CCCCn2c1=O)=O)F,0.65673472,3.073636011,422.484,3.1643,-10,-12.9
c1c(C2CCN(CC2)C(=O)C)ccc(C(n2c(n(nc2C)CC2CCCCC2)=O)=O)c1,0.754177361,2.610012969,424.545,3.34792,-11.6,-11.2
C1c2c(ccc(c2)C2CCN(C(=O)c3nn(c(n3-c3ccccc3)=O)-c3ccccc3)CC2)CCN1C(C1CCCC1)=O,0.33105689,2.813226655,575.713,5.1179,-9.4,-8.3
c1c(ccc(C#N)c1)C(Nc1c(OC2CC[N+](C)(CC2)C)ccc(c1)-n1c(=O)n(c(n1)C)C)=O,0.588767554,2.968564088,461.546,2.621,-9.6,-10
c1(C(C)N2C(=O)CCCC2)cc(ccc1)NC(=O)c1cc(ccc1)CCn1c(nn(C)c1=O)C(F)(F)F,0.511696419,3.182504795,515.536,4.1691,-11.7,-12
